input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence,validation_verdict,validation_reason_codes
Commonwealth Bank & Trust,Louisville,KY,641449,"CITIZENS BANK AND TRUST OF LEBANON, INC.",SMB,LEBANON,KY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Southern Bank,Poplar Bluff,MO,272272,SOUTHERN BANK,SMB,POPLAR BLUFF,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Elevations Credit Union,Boulder,CO,496087,ELEVATIONS CREDIT UNION,SCU,BOULDER,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Citizens Bank And Trust Company,Raleigh,NC,491224,FIRST-CITIZENS BANK & TRUST COMPANY,NMB,RALEIGH,NC,active,100.0,91.7,"state,city",strong,accept,composite_capped
Sf Police Credit Union,San Bruno,CA,483386,FIRST TECHNOLOGY FEDERAL CREDIT UNION,FCU,SAN JOSE,CA,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
American National Bank,Danville,WV,481627,"CITIZENS BANK OF WEST VIRGINIA, INC.",NMB,ELKINS,WV,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Farm Credit Bank Of Texas,Austin,TX,2183916,FARM CREDIT BANK OF TEXAS,DEO,AUSTIN,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mem Federal Credit Union,Pittsburgh,PA,561172,M E M FEDERAL CREDIT UNION,FCU,PITTSBURGH,PA,closed,100.0,96.0,"state,city",strong,accept,composite_capped
California Credit Union,Glendale,CA,234597,CALIFORNIA FEDERAL CREDIT UNION,FCU,GLENDALE,CA,active,100.0,95.0,"state,city",strong,accept,composite_capped
Signature Bank,Greeley,MN,3207912,"SIGNATURE BANCSHARES, INC.",BHC,MINNETONKA,MN,closed,100.0,86.7,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Federal Reserve Bank,Colorado Springs,CO,106452,PB&T BANK,NMB,PUEBLO,CO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Chemical Bank,Detroit,MI,2608763,MERCANTILE BANK CORPORATION,FHD,GRAND RAPIDS,MI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Trustmark National Bank,Jackson,MS,749242,RENASANT BANK,SMB,TUPELO,MS,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Waukesha State Bank,Waukesha,WI,290249,WAUKESHA STATE BANK,NMB,WAUKESHA,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Eastwest Bank,Pasadena,CA,197478,EAST WEST BANK,SMB,PASADENA,CA,active,100.0,96.3,"state,city",strong,accept,composite_capped
Mercantile Bank Of Michigan,Grand Rapids,MI,2608754,MERCANTILE BANK,NMB,GRAND RAPIDS,MI,active,100.0,90.0,"state,city",strong,accept,composite_capped
Truliant Federal Credit Union,Winston-Salem,NC,446185,TRULIANT FEDERAL CREDIT UNION,FCU,WINSTON SALEM,NC,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Apple Bank For Savings,New York,NY,902207,BANK FOR SAVINGS,SSB,NEW YORK,NY,closed,100.0,95.0,"state,city",strong,accept,composite_capped
NBH Bank,Greenwood Village,CO,4210227,NBH BANK,SMB,GREENWOOD VILLAGE,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Union Bank,Columbus Grove,LA,48570,EPIC FEDERAL CREDIT UNION,FCU,METAIRIE,LA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Cibm Bank,Brookfield,IL,340742,CIBM BANK,NMB,CHAMPAIGN,IL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
HSBC Bank,New York,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Wesbanco Bank,Wheeling,WV,609476,HUNTINGTON FEDERAL SAVINGS BANK,FSB,HUNTINGTON,WV,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bankers Life,Chicago,IL,1235407,BANKERS LIFE AND CASUALTY COMPANY,BHC,CHICAGO,IL,closed,100.0,90.0,"state,city",strong,accept,composite_capped
Peoples Bank,Marietta,OH,577128,PEOPLES BANK,SMB,MARIETTA,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mid American Credit Union,Wichita,KS,621991,MID AMERICAN CREDIT UNION,SCU,WICHITA,KS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Public Service Credit Union,Fort Wayne,MI,431592,PUBLIC SERVICE CREDIT UNION,SCU,ROMULUS,MI,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Simmons Bank,Pine Bluff,AR,663245,SIMMONS BANK,SMB,PINE BLUFF,AR,active,100.0,100.0,"state,city",strong,accept,composite_capped
Everbank,Jacksonville,FL,3838857,EVERBANK FINANCIAL CORP,FHD,JACKSONVILLE,FL,active,100.0,90.0,"state,city",strong,accept,composite_capped
Eastern Bank,Los Angeles,CA,3189063,COMMERCIAL BANK OF CALIFORNIA,NMB,IRVINE,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Central Pacific Bank,Honolulu,HI,701062,CENTRAL PACIFIC BANK,SMB,HONOLULU,HI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kemba Financial Credit Union,Gahanna,OH,31291,"KEMBA FINANCIAL CREDIT UNION, INC.",SCU,GAHANNA,OH,active,100.0,90.3,"state,city",strong,accept,composite_capped
Equity Bank Limited,Wichita,KS,139656,EQUITY BANK,SMB,ANDOVER,KS,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Ballston Spa National Bank,Ballston Spa,NY,505,BALLSTON SPA NATIONAL BANK,NAT,BALLSTON SPA,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
PenFed Credit Union,Mc Lean,VA,345895,PE FEDERAL CREDIT UNION,FCU,COVINGTON,VA,closed,100.0,85.7,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Golden 1 Credit Union,sacramento,CA,711294,GOLDEN BAY FEDERAL CREDIT UNION,FCU,MOFFETT FIELD,CA,closed,100.0,90.2,state,strong,accept,"city_mismatch,composite_capped"
First National Bank Of America,East Lansing,MI,413141,FIRST NATIONAL BANK OF AMERICA,NAT,EAST LANSING,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Redwood Credit Union,Santa Rosa,CA,238791,REDWOOD CREDIT UNION,SCU,SANTA ROSA,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Federal Bank,Vancouver,NC,943974,FIRST FEDERAL BANK,FSB,DUNN,NC,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Vw Credit,Libertyville,IL,66293,FIELDSTONE CREDIT UNION,SCU,BRADLEY,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Hughes Federal Credit Union,Tucson,AZ,380588,HUGHES FEDERAL CREDIT UNION,FCU,TUCSON,AZ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Western Alliance Bank,Phoenix,AZ,3138146,WESTERN ALLIANCE BANK,SMB,PHOENIX,AZ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of The Sierra,Porterville,CA,662369,BANK OF THE SIERRA,NMB,PORTERVILLE,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pacific Western Bank,Beverly Hills,CA,1028458,"PACIFIC WESTERN BANCSHARES, INC.",BHC,SAN JOSE,CA,closed,100.0,87.7,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Beal Bank,Las Vegas,NV,3284397,BEAL BANK USA,NMB,LAS VEGAS,NV,active,100.0,95.0,"state,city",strong,accept,composite_capped
Medplan Credit,Tulsa,OK,124483,DIAMOND FEDERAL CREDIT UNION,FCU,TULSA,OK,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Farmers And Merchants Bank,Axtell,NE,455552,FARMERS AND MERCHANTS BANK,NMB,MILFORD,NE,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Banknewport,Newport,RI,546003,BANKNEWPORT,SMB,MIDDLETOWN,RI,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Northwest Community Credit Union,Morton Grove,IL,389796,NORTHWEST COMMUNITY CREDIT UNION,SCU,MORTON GROVE,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
BMO Harris Bank,Chicago,IL,340443,FIRST NATIONAL BANK IN PINCKNEYVILLE,NAT,PINCKNEYVILLE,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Capstar Bank,Nashville,TN,834175,LAWRENCEBURG FEDERAL BANK,SSB,LAWRENCEBURG,TN,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Farmers Bank & Trust,Converse,IN,139843,FIRST FARMERS BANK & TRUST CO.,SMB,CONVERSE,IN,active,100.0,95.0,"state,city",strong,accept,composite_capped
Wright-Patt Credit Union,Beavercreek,OH,368492,"WRIGHT-PATT CREDIT UNION, INC.",SCU,BEAVERCREEK,OH,active,100.0,88.9,"state,city",strong,review,"moderate_name_score,composite_capped"
Liberty Federal Credit Union,Liberty,SC,470096,LIBERTY FEDERAL CREDIT UNION,FCU,TAYLORS,SC,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
American Momentum Bank,College Station,TX,3447576,AMERICAN MOMENTUM BANK,NMB,COLLEGE STATION,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
West Community Credit Union,O Fallon,MO,680194,WEST COMMUNITY CREDIT UNION,SCU,OFALLON,MO,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Community State Bank,Lamar,CO,3617856,COMMUNITY STATE BANK,NMB,LAMAR,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of Louisiana,New Orleans,LA,271136,BANK OF LOUISIANA,NMB,NEW ORLEANS,LA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Liberty Bank & Trust Co,New Orleans,IA,952846,BANK,SMB,WAPELLO,IA,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Banner Bank,Walla Walla,NY,175609,BANK OF MILLBROOK,SMB,MILLBROOK,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Veros Credit,Santa Ana,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Interra Credit Union,Goshen,IN,923190,INTERRA CREDIT UNION,SCU,GOSHEN,IN,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Foundation Bank,Gig Harbor,WA,656377,WAFD BANK,NMB,SEATTLE,WA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Nextier Bank,Kittanning,PA,18827,"NEXTIER BANK, NA",NAT,KITTANNING,PA,active,100.0,85.7,"state,city",strong,review,"moderate_name_score,composite_capped"
Credit Union 1,Rantoul,AK,418780,CREDIT UNION 1,SCU,ANCHORAGE,AK,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Unify Financial Credit Union,Torrance,CA,213994,UNITED FINANCIAL CREDIT UNION,SCU,WHITTIER,CA,closed,100.0,91.2,state,strong,accept,"city_mismatch,composite_capped"
Sound Credit Union,tacoma,WA,248473,SOUND CREDIT UNION,SCU,TACOMA,WA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Credito Real USA Finance,Fort Lauderdale,FL,5975345,EFO USA LLC,DEO,CORAL GABLES,FL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Penn Community Bank,Doylestown,PA,328777,PENN COMMUNITY BANK,SSB,DOYLESTOWN,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Randolph Brooks Federal Credit Union,Live Oak,TX,491381,RANDOLPH-BROOKS FEDERAL CREDIT UNION,FCU,LIVE OAK,TX,active,100.0,97.2,"state,city",strong,accept,composite_capped
Ion Bank,Naugatuck,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Honor Credit Union,Berrien Sprgs,MI,89199,HONOR CREDIT UNION DBA HONOR INVESTMENT SERVICES,SCU,BERRIEN SPRINGS,MI,active,100.0,90.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Hancock Whitney Bank,Gulfport,MS,463735,HANCOCK WHITNEY BANK,NMB,GULFPORT,MS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Jetstream Federal Credit Union,miami,FL,549787,JETSTREAM FEDERAL CREDIT UNION,FCU,MIAMI LAKES,FL,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
The Village Bank,Auburndale,MT,602459,"VILLAGE BANK, THE",NMB,GREAT FALLS,MT,closed,100.0,92.1,state,strong,accept,"city_mismatch,composite_capped"
National Credit Union Administration,Oakland,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Berkshire Bank,Boston,MA,837608,ROLLSTONE BANK & TRUST,FSB,FITCHBURG,MA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Civista Bank,Sandusky,OH,542528,CIVISTA BANK,SMB,SANDUSKY,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Convenience Bank,Fort Worth,TX,613950,FIRST NATIONAL BANK TEXAS DBA FIRST CONVENIENCE BANK,NAT,KILLEEN,TX,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Advance Financial Federal Credit Union,Schererville,IN,511391,ADVANCE FINANCIAL FEDERAL CREDIT UNION,FCU,SCHERERVILLE,IN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Cnb Bank,Clearfield,NM,219651,CNB BANK,NMB,CARLSBAD,NM,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Prairie Community Bank,Marengo,IL,2598396,PRAIRIE COMMUNITY BANK,NMB,MARENGO,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Level One Bank,Farmington Hills,MI,3612543,"LEVEL ONE BANCORP, INC.",FHD,FARMINGTON HILLS,MI,closed,100.0,86.7,"state,city",strong,review,"moderate_name_score,composite_capped"
First Republic Bank,San Francisco,CA,4114567,FIRST REPUBLIC BANK,NMB,SAN FRANCISCO,CA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Mid-Atlantic Federal Credit Union,Germantown,MD,767787,MID-ATLANTIC FEDERAL CREDIT UNION,FCU,GERMANTOWN,MD,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Midwest Bank,Chicago,IL,1007846,FIRST MIDWEST BANK,SMB,CHICAGO,IL,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Michigan Legacy Credit Union,Pontiac,MI,795995,MICHIGAN LEGACY CREDIT UNION,SCU,PONTIAC,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Resource One Credit Union,Dallas,TX,473275,RESOURCE ONE CREDIT UNION,SCU,DALLAS,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Community Financial Credit Union,Plymouth,MI,271088,CORNERSTONE COMMUNITY FINANCIAL CREDIT UNION,SCU,AUBURN HILLS,MI,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
First Federal Bank Of The Midwest,Defiance,OH,165628,FIRST FINANCIAL BANK,SMB,CINCINNATI,OH,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bank Of Hope,Los Angeles,CA,671464,BANK OF HOPE,NMB,LOS ANGELES,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Beneficial State Bank,Oakland,CA,3608751,BENEFICIAL STATE BANK,NMB,OAKLAND,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Credit Corporation,Boulder,CO,3228681,"FIRST SOUTHWEST BANCORPORATION, INC.",BHC,DURANGO,CO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Franklin Mint Federal Credit Union,chadds ford,PA,253981,FRANKLIN MINT FEDERAL CREDIT UNION,FCU,CHADDS FORD,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank OZK,Little Rock,AR,107244,BANK OZK,NMB,LITTLE ROCK,AR,active,100.0,100.0,"state,city",strong,accept,composite_capped
Brookline Bank,Boston,MA,4619688,BROOKLINE BANCORP 1031 EXCHANGE SERVICES LLC,DEO,BOSTON,MA,active,100.0,86.7,"state,city",strong,review,"moderate_name_score,composite_capped"
Numerica Credit Union,Spokane Valley,WA,681191,NUMERICA CREDIT UNION,SCU,SPOKANE VALLEY,WA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Lake Michigan Credit Union,Grand Rapids,MI,651596,LAKE MICHIGAN CREDIT UNION,SCU,GRAND RAPIDS,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pentagon Federal Credit Union,Mclean,DC,793487,DC FEDERAL CREDIT UNION,FCU,WASHINGTON,DC,active,100.0,88.4,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Univest Bank And Trust Company,Souderton,PA,354310,UNIVEST BANK AND TRUST CO.,SMB,HILLTOWN,PA,active,100.0,89.3,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Citizens Bank,Fort Deposit,NC,138220,CITIZENS BANK,NMB,CHARLOTTE,NC,closed,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Harborone Bank,Brockton,MA,40499,HARBORONE BANK,NMB,BROCKTON,MA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Bankers Trust,New York,NY,2677844,BANKERS TRUST CO MUTUAL FUNDS,SBD,NEW YORK,NY,active,100.0,90.0,"state,city",strong,accept,composite_capped
Iberiabank Corporation,Lafayette,LA,2291914,IBERIABANK CORPORATION,FHD,LAFAYETTE,LA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Park National Bank,Newark,AR,12946,FARMERS BANK & TRUST COMPANY,SMB,MAGNOLIA,AR,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Dakota Prairie Bank,Fort Pierre,SD,6060819,"BITGO BANK & TRUST, NATIONAL ASSOCIATION",NTC,SIOUX FALLS,SD,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Fidelity Bank,Oklahoma City,OK,106359,FIRST FIDELITY BANK,SMB,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
People's United Bank,Bridgeport,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
MidFirst Bank,Oklahoma City,OK,595270,MIDFIRST BANK,FSB,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong,accept,composite_capped
West Suburban Bank,Lombard,IL,1245705,"WEST SUBURBAN BANCORP, INC.",BHC,LOMBARD,IL,closed,100.0,87.4,"state,city",strong,review,"moderate_name_score,composite_capped"
Webster Bank,Stamford,CT,761806,"WEBSTER BANK, NATIONAL ASSOCIATION",NAT,STAMFORD,CT,active,100.0,90.0,"state,city",strong,accept,composite_capped
First Minnesota Bank,Minnetonka,MN,197759,FIRST NATIONAL BANK MINNESOTA,NAT,SAINT PETER,MN,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
United Federal Credit Union,Morgantown,WV,485184,"UNITED FEDERAL CREDIT UNION, THE",FCU,MORGANTOWN,WV,active,100.0,91.5,"state,city",strong,accept,composite_capped
Century Bank,Phoenix,NM,83375,CENTURY BANK,NMB,SANTA FE,NM,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Investors Bank,Short Hills,NJ,35570,INVESTORS BANK,NMB,SHORT HILLS,NJ,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Idaho Central Credit Union,pocatello,ID,322793,IDAHO CENTRAL CREDIT UNION,SCU,CHUBBUCK,ID,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Kitsap Credit Union,Bremerton,WA,754693,KITSAP CREDIT UNION,SCU,BREMERTON,WA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Byline Bank,Chicago,IL,129732,BYLINE BANK,NMB,CHICAGO,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Pacific Premier Bank,Irvine,CA,100469,PREMIER BANK,NMB,NORTHRIDGE,CA,closed,100.0,90.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Star Financial Bank,Fort Wayne,IN,547840,STAR FINANCIAL BANK,NMB,FORT WAYNE,IN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Trustco Bank,Glenville,UT,3212149,"UBS BANK USA, NATIONAL ASSOCIATION",NAT,SALT LAKE CITY,UT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
New York Community Bank,Westbury,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Valley Bank,moline,VT,346007,VALLEY BANK,NMB,WHITE RIVER JUNCTION,VT,closed,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Capital Community Bank,Provo,UT,2068107,CAPITAL COMMUNITY BANK,NMB,PROVO,UT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Los Alamos National Bank,Los Alamos,NM,219651,CNB BANK,NMB,CARLSBAD,NM,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Onewest Bank,pasadena,CA,3920864,ONEWEST BANK GROUP LLC,BHC,PASADENA,CA,closed,100.0,90.0,"state,city",strong,accept,composite_capped
City National Bank Of Florida,Miami,FL,814430,CITY NATIONAL BANK OF FLORIDA,NAT,MIAMI,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Country Club Bank,Shawnee Mission,MO,1053508,COUNTRY CLUB BANK SAFE DEPOSIT COMPANY,DEO,KANSAS CITY,MO,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Texan Bank,Houston,TX,414764,TEXAS BANK,NMB,HENDERSON,TX,active,100.0,90.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Landmark Credit Union,Danville,AL,740294,LANDMARK CREDIT UNION,SCU,FAIRFIELD,AL,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Townebank,Portsmouth,MD,429021,QUEENSTOWN BANK OF MARYLAND,NMB,QUEENSTOWN,MD,active,97.6,80.0,state,strong,review,"moderate_name_score,city_mismatch"
Great Southern Bank,Springfield,CO,106452,PB&T BANK,NMB,PUEBLO,CO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bankers Healthcare Group,Syracuse,NY,4512668,"BANK OF NEW YORK MELLON GROUP TRUST FOR EMPLOYEE BENEFIT TRUSTS, THE",DEO,NEW YORK,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Cathay Bank,Los Angeles,CA,595869,CATHAY BANK,NMB,LOS ANGELES,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Plainscapital Bank,Dallas,TX,637451,PLAINSCAPITAL BANK,SMB,UNIVERSITY PARK,TX,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Heartland Bank And Trust Company,Bloomington,IL,426534,HEARTLAND BANK AND TRUST COMPANY,NMB,BLOOMINGTON,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Aquesta Bank,Cornelius,NC,864471,PIEDMONT FEDERAL SAVINGS BANK,CSA,WINSTON SALEM,NC,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Canvas Credit Union,Lone Tree,CO,863399,CANVAS CREDIT UNION,SCU,LONE TREE,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
First National Bank Texas,Killeen,TX,1435092,TEXAS NATIONAL BANK,NAT,SWEETWATER,TX,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Tower Federal Credit Union,laurel,MD,498586,TOWER FEDERAL CREDIT UNION,FCU,LAUREL,MD,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank of the Ozarks,Little Rock,AR,1097089,BANK OF THE OZARKS INC,BHC,LITTLE ROCK,AR,closed,100.0,95.0,"state,city",strong,accept,composite_capped
Bremer Bank,Saint Paul,MN,33259,PREMIER BANK,NMB,MAPLEWOOD,MN,active,100.0,87.0,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
State Employees' Credit Union,Alton,OH,706599,"SENECA COUNTY STATE EMPLOYEES CREDIT UNION, INC.",SCU,TIFFIN,OH,closed,100.0,86.9,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Patelco Credit Union,Pleasanton,CA,461496,PATELCO CREDIT UNION,SCU,DUBLIN,CA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
First Northern Credit Union,Chicago,IL,874890,FIRST NORTHERN CREDIT UNION,SCU,CHICAGO,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Centennial Bank,Conway,AR,456045,CENTENNIAL BANK,SMB,CONWAY,AR,active,100.0,100.0,"state,city",strong,accept,composite_capped
Vantage West Credit Union,Tucson,AZ,162980,VANTAGE WEST CREDIT UNION,SCU,TUCSON,AZ,active,100.0,100.0,"state,city",strong,accept,composite_capped
Federal Home Loan Bank Of New York,New York,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bank Midwest,Maryville,IA,45551,BANK MIDWEST,SMB,SPIRIT LAKE,IA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
San Antonio Federal Credit Union,san antonio,TX,115285,SAN ANTONIO WATER SYSTEM FEDERAL CREDIT UNION,FCU,SAN ANTONIO,TX,closed,100.0,95.0,"state,city",strong,accept,composite_capped
Liberty Bank,Middletown,AL,386432,LIBERTY BANK,NMB,GERALDINE,AL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
First Niagara Bank,Buffalo,NY,517900,"FIRST NIAGARA BANK, NATIONAL ASSOCIATION",NAT,BUFFALO,NY,closed,100.0,90.0,"state,city",strong,accept,composite_capped
Fairport Savings Bank,Fairport,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Republic Bank & Trust,Louisville,KY,316840,REPUBLIC BANK & TRUST COMPANY,NMB,LOUISVILLE,KY,active,100.0,95.0,"state,city",strong,accept,composite_capped
Payment Systems for Credit Unions,St Petersburg,FL,859794,TRANSPORT CREDIT UNION,SCU,TAMPA,FL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Canandaigua National Bank & Trust,Canandaigua,NY,161602,"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE",NAT,CANANDAIGUA,NY,active,100.0,92.0,"state,city",strong,accept,composite_capped
Apple Federal Credit Union,Fairfax,VA,625289,APPLE FEDERAL CREDIT UNION,FCU,FAIRFAX,VA,active,100.0,100.0,"state,city",strong,accept,composite_capped
First Merchants Bank,Muncie,NY,565170,FIRST FEDERAL SAVINGS OF MIDDLETOWN,CSA,MIDDLETOWN,NY,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Northwest Farm Credit Services,Spokane,WA,212193,PEAK CREDIT UNION,SCU,LACEY,WA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
