input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence,validation_verdict,validation_reason_codes
Square 1 Bank,Durham,NC,391427,BANK OF RICH SQUARE,NMB,RICH SQUARE,NC,closed,100.0,87.1,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Ne Pa Community Federal Credit Union,Stroudsburg,PA,838687,NE PA COMMUNITY FEDERAL CREDIT UNION,FCU,STROUDSBURG,PA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Bridgeton Onized Federal Credit Union,Vineland,NJ,672377,BRIDGETON ONIZED FEDERAL CREDIT UNION,FCU,CEDARVILLE,NJ,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
The First State Bank,Louise,OK,41553,FIRST STATE BANK,SMB,ANADARKO,OK,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
First Trust & Savings Bank,Wheatland,IA,144146,FIRST TRUST & SAVINGS BANK,NMB,WHEATLAND,IA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
First State Bank Shannon-Polo,Shannon,IL,232847,FIRST STATE BANK SHANNON-POLO,NMB,SHANNON,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bay Bank,Green Bay,WI,2329200,BAY BANK,NMB,GREEN BAY,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Kirkwood Bank Of Nevada,Las Vegas,NV,4724452,"NORTHERN TRUST COMPANY OF NEVADA, THE",NTC,LAS VEGAS,NV,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Net Federal Credit Union,Scranton,PA,17772,NET FEDERAL CREDIT UNION,FCU,SCRANTON,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Avant Credit Corporation,Chicago,IL,720698,MIDWEST COALITION OF LABOR CREDIT UNION,SCU,COUNTRYSIDE,IL,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
"Pioneer Bank, Ssb",Austin,TX,3821037,R BANK,NMB,ROUND ROCK,TX,active,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Lbc Credit Partners,Radnor,PA,23474,PITTSBURGH FIREFIGHTERS' FEDERAL CREDIT UNION,FCU,PITTSBURGH,PA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Pacific Cascade Federal Credit Union,Eugene,OR,4389,PACIFIC CASCADE FEDERAL CREDIT UNION,FCU,EUGENE,OR,active,100.0,100.0,"state,city",strong,accept,composite_capped
American Enterprise Bank,Buffalo Grove,IL,2339535,AMERICAN ENTERPRISE BANK,NMB,BUFFALO GROVE,IL,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Opportunities Credit Union,Winooski,VT,1417931,OPPORTUNITIES CREDIT UNION,SCU,WINOOSKI,VT,closed,100.0,100.0,"state,city",strong,accept,composite_capped
North Side Community Federal Credit Union,Chicago,IL,135489,NORTH SIDE COMMUNITY FEDERAL CREDIT UNION,FCU,CHICAGO,IL,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Western National Bank,Mill Creek,TX,235455,WESTERN NATIONAL BANK,NAT,BRYAN,TX,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Arkansas Credit Union League,Little Rock,AR,5786372,PEOPLE TRUST COMMUNITY FEDERAL CREDIT UNION,FCU,NORTH LITTLE ROCK,AR,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
The Fauquier Bank,Warrenton,VA,6097918,"SIGNALS AT OCCOQUAN, LP, THE",DEO,WOODBRIDGE,VA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Keystone Savings Bank,Marengo,IA,931944,KEYSTONE SAVINGS BANK,NMB,KEYSTONE,IA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Bank Of Charles Town,Charles Town,WV,609476,HUNTINGTON FEDERAL SAVINGS BANK,FSB,HUNTINGTON,WV,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Marblehead Bank,Marblehead,MA,816304,MARBLEHEAD BANK,SMB,MARBLEHEAD,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Xplore Federal Credit Union,Metairie,LA,18582,XPLORE FEDERAL CREDIT UNION,FCU,METAIRIE,LA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Heritage South Community Credit Union,Shelbyville,TN,539498,HERITAGE SOUTH COMMUNITY CREDIT UNION,SCU,SHELBYVILLE,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Northern Colorado Credit Union,Greeley,CO,238193,NORTHERN COLORADO CREDIT UNION,SCU,GREELEY,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Media City Community Credit Union,Burbank,CA,770479,MEDIA CITY CREDIT UNION,SCU,BURBANK,CA,active,100.0,95.0,"state,city",strong,accept,composite_capped
Credit Union Student Choice,washington,DC,410391,MT. AIRY BAPTIST CHURCH FEDERAL CREDIT UNION,FCU,WASHINGTON,DC,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,composite_capped"
Cornerstone National Bank & Trust Company,Palatine,IL,2929392,CORNERSTONE NATIONAL BANK & TRUST COMPANY,NAT,PALATINE,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
State Bank Of Lake Park,Lake Park,MN,912756,STATE BANK OF LAKE PARK,NMB,LAKE PARK,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Saco Valley Credit Union,Saco,ME,978770,SACO VALLEY CREDIT UNION,SCU,SACO,ME,active,100.0,100.0,"state,city",strong,accept,composite_capped
Ficare Federal Credit Union,Tampa,FL,503985,FICARE FEDERAL CREDIT UNION,FCU,TAMPA,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Robertson Banking Company,Demopolis,AL,430036,ROBERTSON BANKING COMPANY,NMB,DEMOPOLIS,AL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Hometown Auto & Credit,Winston Salem,NC,775081,AMERICAN PARTNERS FEDERAL CREDIT UNION,FCU,REIDSVILLE,NC,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Saif Federal Credit Union,Baton Rouge,LA,648680,SAIF FEDERAL CREDIT UNION,FCU,BATON ROUGE,LA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
West Plains Bank And Trust Company,West Plains,MO,317258,WEST PLAINS BANK AND TRUST COMPANY,NMB,WEST PLAINS,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Lea County State Bank,Hobbs,NM,1015252,LEA COUNTY STATE BANK,SMB,HOBBS,NM,active,100.0,100.0,"state,city",strong,accept,composite_capped
Clay County Savings Bank,Liberty,MO,242257,PSB BANK,NMB,RHINELAND,MO,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Best Reward Credit Union,Walton Hills,OH,976589,BEST REWARD FEDERAL CREDIT UNION,FCU,BROOK PARK,OH,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Boulevard Federal Credit Union,Amherst,NY,751786,BOULEVARD FEDERAL CREDIT UNION,FCU,AMHERST,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Omaha Firefighters Credit Union,Omaha,NE,628990,OMAHA FIREFIGHTERS CREDIT UNION,SCU,OMAHA,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Motion Federal Credit Union,Linden,NJ,65278,MOTION FEDERAL CREDIT UNION,FCU,LINDEN,NJ,active,100.0,100.0,"state,city",strong,accept,composite_capped
United Local Credit Union,Fresno,CA,445991,UNITED LOCAL CREDIT UNION,SCU,FRESNO,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Metamora State Bank,Metamora,OH,346379,FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,CSA,BUCYRUS,OH,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Metro Credit,San Jose,CA,47489,"CREDIT UNION OF SOUTHERN CALIFORNIA, A FEDERAL CREDIT UNION",FCU,ANAHEIM,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Mac Federal Credit Union,Fairbanks,AK,551883,MAC FEDERAL CREDIT UNION,FCU,FORT WAINWRIGHT,AK,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Sugar River Bank,Newport,NH,92706,SUGAR RIVER BANK,SSB,NEWPORT,NH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Chemcel Federal Credit Union,Bishop,TX,464189,CHEMCEL FEDERAL CREDIT UNION,FCU,BISHOP,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bankers USA Mortgage,Overland Park,AR,2712398,"RIVERSIDE MORTGAGE COMPANY, INC.",DEO,LITTLE ROCK,AR,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Lakeview Mortgage Bankers,Massapequa,NY,3771936,STRUCTURED ASSET MORTGAGE INVESTMENTS LLC,DEO,NEW YORK,NY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Markesan State Bank,Markesan,WI,2193531,STATE BANK,NMB,SAUK CITY,WI,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Arundel Federal Savings Bank,Glen Burnie,MD,390372,ARUNDEL FEDERAL SAVINGS BANK,FSB,GLEN BURNIE,MD,active,100.0,100.0,"state,city",strong,accept,composite_capped
Holcomb Bank,Holcomb,IL,568135,HOLCOMB BANK,NMB,ROCHELLE,IL,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Ozark Bank,Ozark,MO,882952,OZARK BANK,NMB,OZARK,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Blc Community Bank,Little Chute,WI,578741,BLC COMMUNITY BANK,NMB,LITTLE CHUTE,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Hrcu -Holy Rosary Credit Union,rochester,NH,189996,WRG CREDIT UNION,SCU,DANVILLE,NH,closed,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Securant Bank & Trust,Menomonee Falls,WI,576644,BANK CMG,SMB,MADISON,WI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
United Pacific Bank,City Of Industry,CA,609467,UNITED PACIFIC BANK,NMB,CITY OF INDUSTRY,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Juniata Valley Bank,Mifflintown,PA,215710,"JUNIATA VALLEY BANK, THE",NMB,MIFFLINTOWN,PA,active,100.0,93.0,"state,city",strong,accept,composite_capped
Latah Credit Union,Moscow,ID,360683,LATAH CREDIT UNION,SCU,MOSCOW,ID,active,100.0,100.0,"state,city",strong,accept,composite_capped
Beartooth Bank,Billings,MT,686758,"FIRST STATE BANK OF SHELBY, THE",NMB,SHELBY,MT,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Blissfield State Bank,Blissfield,MI,937843,BLISSFIELD STATE BANK,SMB,BLISSFIELD,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Crockett National Bank,San Angelo,TX,311265,YOAKUM BANK,NMB,YOAKUM,TX,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
The Citizens State Bank,Gridley,KS,937759,CITIZENS STATE BANK,NMB,HUGOTON,KS,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Wakota Federal Credit Union,South St Paul,MN,508999,WAKOTA FEDERAL CREDIT UNION,FCU,SOUTH SAINT PAUL,MN,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Act 1St Federal Credit Union,Lavale,MD,994882,ACT 1ST FEDERAL CREDIT UNION,FCU,CUMBERLAND,MD,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Community National Bank & Trust Of Texas,Corsicana,TX,738769,COMMUNITY NATIONAL BANK & TRUST OF TEXAS,NAT,CORSICANA,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Henderson State Bank,Henderson,NE,97055,HENDERSON STATE BANK,NMB,HENDERSON,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
Whitesville State Bank,Whitesville,WV,732637,WHITESVILLE STATE BANK,NMB,WHITESVILLE,WV,active,100.0,100.0,"state,city",strong,accept,composite_capped
Hnb National Bank,Hannibal,MO,908553,HNB NATIONAL BANK,NAT,HANNIBAL,MO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Wray State Bank,Wray,CO,541754,WRAY STATE BANK,NMB,WRAY,CO,active,100.0,100.0,"state,city",strong,accept,composite_capped
Crescent Credit Union,Brockton,MA,177694,CRESCENT CREDIT UNION,SCU,BROCKTON,MA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Eaton Family Credit Union,Euclid,OH,110075,EATON FAMILY CREDIT UNION,SCU,EUCLID,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
River Works Credit Union,Lynn,MA,196499,RIVER WORKS CREDIT UNION,SCU,LYNN,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
The Antwerp Exchange Bank Company,Antwerp,OH,91615,"ANTWERP EXCHANGE BANK COMPANY, THE",NMB,ANTWERP,OH,active,100.0,93.6,"state,city",strong,accept,composite_capped
Premier Credit,Troy,AL,973494,DELTAPREMIER CREDIT UNION,SCU,MOBILE,AL,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Vizo Financial Corporate Credit Union,Middletown,PA,196695,ITE CREDIT UNION,SCU,SOUTHAMPTON,PA,closed,100.0,87.1,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Bcbst Employees Credit Union,Chattanooga,TN,1019344,BCBST EMPLOYEES CREDIT UNION,SCU,CHATTANOOGA,TN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Patriot Federal Credit Union,Chambersburg,PA,630984,PATRIOT FEDERAL CREDIT UNION,FCU,CHAMBERSBURG,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Tompkins State Bank,Avon,IL,609832,TOMPKINS STATE BANK,NMB,AVON,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Credit Advisors Foundation,Omaha,NE,731975,UNIVERSITY OF NEBRASKA FEDERAL CREDIT UNION,FCU,LINCOLN,NE,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
American Bank Payments,Fort Lauderdale,FL,3370133,SUNRISE BANK,NMB,ORLANDO,FL,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Spring Bank,Bronx,WI,3721605,SPRING BANK,NMB,BROOKFIELD,WI,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
South Florida Federal Credit Union,Miami,FL,681986,SOUTH FLORIDA FEDERAL CREDIT UNION,FCU,MIAMI,FL,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Passumpsic Savings Bank,Saint Johnsbury,VT,300009,PASSUMPSIC SAVINGS BANK,SSB,SAINT JOHNSBURY,VT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Landmark Community Bank,Collierville,MN,3971,MIDCOUNTRY BANK,CSA,BLOOMINGTON,MN,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Texas Associations Of Professionals Federal Credit Union,San Antonio,TX,727987,TEXAS ASSOCIATIONS OF PROFESSIONALS FEDERAL CREDIT UNION,FCU,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Oostburg State Bank,Oostburg,WI,248745,OOSTBURG STATE BANK,NMB,OOSTBURG,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Beacon Business Bank,San Francisco,CA,403067,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",NAT,SAN FRANCISCO,CA,active,100.0,90.0,"state,city",strong,accept,composite_capped
Sea Air Federal Credit Union,Seal Beach,CA,93981,SEA AIR FEDERAL CREDIT UNION,FCU,SEAL BEACH,CA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Schools Federal Credit Union,Compton,CA,935773,SCHOOLS FEDERAL CREDIT UNION,FCU,TORRANCE,CA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Enterprise Credit Union,Liverpool,WI,22495,ENTERPRISE CREDIT UNION,SCU,BROOKFIELD,WI,closed,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
Legacy National Bank,Springdale,AR,3306280,LEGACY NATIONAL BANK,NAT,SPRINGDALE,AR,active,100.0,100.0,"state,city",strong,accept,composite_capped
Senb Bank,Moline,IL,49148,RUSHVILLE STATE BANK,SMB,RUSHVILLE,IL,active,100.0,85.5,"state,city",strong,review,"moderate_name_score,city_mismatch,composite_capped"
Lake City Federal Bank,Lake City,MN,314257,DEERWOOD BANK,NMB,WAITE PARK,MN,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Gfa Federal Credit Union,Gardner,MA,266794,GFA FEDERAL CREDIT UNION,FCU,GARDNER,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
West Central Bank,Ashland,MN,1495818,"WEST CENTRAL BANQUE SHARES, INC.",BHC,HANCOCK,MN,closed,100.0,87.3,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Audubon Federal Credit Union,Owensboro,KY,677288,AUDUBON FEDERAL CREDIT UNION,FCU,OWENSBORO,KY,active,100.0,100.0,"state,city",strong,accept,composite_capped
State Bank Of Cherry,Cherry,IL,258539,STATE BANK OF CHERRY,NMB,CHERRY,IL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Plus4 Credit Union,Houston,TX,553298,PUB CREDIT UNION,SCU,BROWNSVILLE,TX,closed,100.0,88.2,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Global Bankers Trust,Miami,FL,163437,GLOBAL BANK,SMB,HIALEAH,FL,closed,100.0,90.0,state,strong,accept,"city_mismatch,composite_capped"
Select Federal Credit Union,San Antonio,TX,794671,SELECT FEDERAL CREDIT UNION,FCU,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Gateway Bank Mortgage,Dallas,TX,311265,YOAKUM BANK,NMB,YOAKUM,TX,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Xenith Bank,Richmond,VA,1161029,XENITH BANK,SMB,RICHMOND,VA,closed,100.0,100.0,"state,city",strong,accept,composite_capped
City National Bank Of New Jersey,Newark,TX,697950,CITY NATIONAL BANK,NAT,CORSICANA,TX,active,100.0,90.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Northcountry Federal Credit Union,So. Burlington,VT,177797,NORTH COUNTRY FEDERAL CREDIT UNION,FCU,SOUTH BURLINGTON,VT,active,100.0,98.5,"state,city",strong,accept,"city_mismatch,composite_capped"
Savings Bank Of Walpole,Walpole,NH,598002,SAVINGS BANK OF WALPOLE,SSB,WALPOLE,NH,active,100.0,100.0,"state,city",strong,accept,composite_capped
North Georgia Credit Union,Toccoa,GA,347778,NORTH GEORGIA CREDIT UNION,SCU,TOCCOA,GA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Cattaraugus County Bank,Little Valley,NY,254504,CATTARAUGUS COUNTY BANK,NMB,LITTLE VALLEY,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Penobscot County Federal Credit Union,Old Town,ME,805586,COUNTY FEDERAL CREDIT UNION THE,FCU,CARIBOU,ME,active,100.0,88.4,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Optimumbank,Fort Lauderdale,FL,2953418,OPTIMUMBANK,NMB,FORT LAUDERDALE,FL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of Coushatta,Coushatta,LA,926959,BANK OF COUSHATTA,NMB,COUSHATTA,LA,active,100.0,100.0,"state,city",strong,accept,composite_capped
West Texas Credit Union,Odessa,TX,597199,WEST TEXAS CREDIT UNION,SCU,ODESSA,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
Monument Bank,Doylestown,PA,5045387,MONUMENT BANCORP INC,BHC,DOYLESTOWN,PA,closed,100.0,86.4,"state,city",strong,review,"moderate_name_score,composite_capped"
Homestead Savings Bank,Albion,MI,132778,HOMESTEAD SAVINGS BANK,FSB,ALBION,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Stark Federal Credit Union,Canton,OH,201384,STARK FEDERAL CREDIT UNION,FCU,CANTON,OH,active,100.0,100.0,"state,city",strong,accept,composite_capped
Alabama Teachers Credit Union,Gadsden,AL,253392,ALABAMA CREDIT UNION,SCU,TUSCALOOSA,AL,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
New Valley Bank & Trust,Springfield,MA,5316920,NEW VALLEY BANK & TRUST,NMB,SPRINGFIELD,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Mobiloil Credit Union,beaumont,TX,1223123,MOBIL CREDIT UNION,SCU,ELECTRA,TX,closed,100.0,92.3,state,strong,accept,"city_mismatch,composite_capped"
Brightview Federal Credit Union,Ridgeland,MS,649182,BRIGHTVIEW FEDERAL CREDIT UNION,FCU,RIDGELAND,MS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Biddeford Savings Bank,Biddeford,ME,468806,NORTHEAST BANK,NMB,LEWISTON,ME,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Spirit Of Alaska Federal Credit Union,Fairbanks,AK,234588,SPIRIT OF ALASKA FEDERAL CREDIT UNION,FCU,FAIRBANKS,AK,active,100.0,100.0,"state,city",strong,accept,composite_capped
Farmers State Bank Of Hamel,Hamel,MN,1006157,FARMERS STATE BANK OF HAMEL,NMB,HAMEL,MN,active,100.0,100.0,"state,city",strong,accept,composite_capped
Wcu Credit Union,Decatur,AL,371894,WCU CREDIT UNION,SCU,DECATUR,AL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Independence National Bank,Gastonia,SC,2794732,OPTUS BANK,NMB,COLUMBIA,SC,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Buckeye Community Bank,Lorain,OH,2836306,BUCKEYE COMMUNITY BANK,SMB,ELYRIA,OH,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
United Bank & Capital Trust Company,Frankfort,KY,219679,CARROLLTON FEDERAL BANK,SAL,CARROLLTON,KY,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Roundbank,Waseca,MN,2860271,CROWN BANK,NMB,EDINA,MN,active,94.2,73.7,state,strong,review,"moderate_name_score,city_mismatch"
Wave Federal Credit Union,Warwick,RI,126197,WAVE FEDERAL CREDIT UNION,FCU,WARWICK,RI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Skagit Bank,Burlington,WA,3438097,"SKAGIT BANCORP, INC.",BHC,BURLINGTON,WA,closed,100.0,85.7,"state,city",strong,review,"moderate_name_score,composite_capped"
Noa Bank,Duluth,GA,366238,VALLANT BANK,NMB,ELBERTON,GA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Osb Community Bank,Brooklyn,MI,654047,FIRST STATE BANK OF MICHIGAN,SMB,DECATUR,MI,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Saratoga's Community Federal Credit Union,Saratoga Spgs,NY,726074,SARATOGA'S COMMUNITY FEDERAL CREDIT UNION,FCU,SARATOGA SPRINGS,NY,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Azalea City Credit Union,Mobile,AL,348887,AZALEA CITY CREDIT UNION,SCU,MOBILE,AL,active,100.0,100.0,"state,city",strong,accept,composite_capped
Advantage Credit Union,Mansfield,IA,548696,ADVANTAGE CREDIT UNION,SCU,NEWTON,IA,active,100.0,100.0,state,strong,accept,"city_mismatch,composite_capped"
The Bank Of Tescott,Tescott,KS,54058,"BANK OF TESCOTT, THE",NMB,TESCOTT,KS,active,100.0,92.6,"state,city",strong,accept,composite_capped
Fond Du Lac Credit Union,Fond Du Lac,WI,149495,FOND DU LAC CREDIT UNION,SCU,FOND DU LAC,WI,active,100.0,100.0,"state,city",strong,accept,composite_capped
Action Credit,Center,TX,100188,VALWOOD PARK FEDERAL CREDIT UNION,FCU,CARROLLTON,TX,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Riverhills Bank,Vicksburg,MS,573335,RIVERHILLS BANK,NMB,VICKSBURG,MS,active,100.0,100.0,"state,city",strong,accept,composite_capped
Northern Bank & Trust,Woburn,MA,900306,NORTHERN BANK & TRUST COMPANY,NMB,WOBURN,MA,active,100.0,95.0,"state,city",strong,accept,composite_capped
Omnibank,Bay Springs,MS,715975,"AMORY FIRST SAVINGS AND LOAN BANK, SSB",SMB,AMORY,MS,active,89.6,67.5,"state,city",moderate,reject,"low_name_score,city_mismatch"
Affinity Credit Union,Des Moines,IA,760694,AFFINITY CREDIT UNION,SCU,DES MOINES,IA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Finger Lakes Federal Credit Union,Geneva,NY,670681,FINGER LAKES FEDERAL CREDIT UNION,FCU,GENEVA,NY,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bayou City Federal Credit Union,Houston,TX,233880,BAYOU CITY FEDERAL CREDIT UNION,FCU,HOUSTON,TX,active,100.0,100.0,"state,city",strong,accept,composite_capped
United Agencies Burbank Insurance Services,Burbank,CA,5972876,"RRB PROPERTY SERVICES LLC, A CALIFORNIA LIMITED LIABILITY COMPANY",DEO,LOS ANGELES,CA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Methuen Federal Credit Union,Methuen,MA,872186,METHUEN FEDERAL CREDIT UNION,FCU,METHUEN,MA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Bank Of New Jersey,Fort Lee,NJ,6095071,LIBERTY BANK OF NEW JERSEY,NMB,VERONA,NJ,active,100.0,95.0,state,strong,accept,"city_mismatch,composite_capped"
Community Focus Federal Credit Union,Brownstown,MI,335980,COMMUNITY FOCUS FEDERAL CREDIT UNION,FCU,BROWNSTOWN,MI,active,100.0,100.0,"state,city",strong,accept,composite_capped
St. Cloud Federal Credit Union,St. Cloud,MN,254894,GCM FEDERAL CREDIT UNION,FCU,SAINT PAUL,MN,closed,100.0,86.4,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
First Choice Community Credit Union,Niles,OH,297293,FIRST CHOICE COMMUNITY CREDIT UNION,SCU,NILES,OH,closed,100.0,100.0,"state,city",strong,accept,composite_capped
Community Bank Of The South,Merritt Island,GA,366238,VALLANT BANK,NMB,ELBERTON,GA,active,100.0,85.5,state,strong,review,"moderate_name_score,city_mismatch,composite_capped"
Southwest Montana Community Federal Credit Union,Anaconda,MT,74177,SOUTHWEST MONTANA COMMUNITY FEDERAL CREDIT UNION,FCU,ANACONDA,MT,active,100.0,100.0,"state,city",strong,accept,composite_capped
Westerly Community Credit Union,Wakefield,RI,525996,WESTERLY COMMUNITY CREDIT UNION,SCU,WESTERLY,RI,active,100.0,100.0,"state,city",strong,accept,"city_mismatch,composite_capped"
Core Federal Credit Union,East Syracuse,NY,868189,CORE CREDIT UNION,SCU,EAST SYRACUSE,NY,closed,100.0,95.0,"state,city",strong,accept,composite_capped
United Community Federal Credit Union,West Mifflin,PA,208682,UNITED COMMUNITY FEDERAL CREDIT UNION,FCU,WEST MIFFLIN,PA,active,100.0,100.0,"state,city",strong,accept,composite_capped
Western Vista Credit Union,cheyenne,WY,320575,WESTERN VISTA FEDERAL CREDIT UNION,FCU,CHEYENNE,WY,active,100.0,95.0,"state,city",strong,accept,composite_capped
Cattle Bank & Trust,Seward,NE,529659,CATTLE BANK & TRUST,NMB,SEWARD,NE,active,100.0,100.0,"state,city",strong,accept,composite_capped
