input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence
Urw Community Federal Credit Union,Danville,VA,629287,URW COMMUNITY FEDERAL CREDIT UNION,FCU,DANVILLE,VA,active,100.0,100.0,"state,city",strong
Murphy Bank,Fresno,CA,855563,MURPHY BANK,NMB,FRESNO,CA,active,100.0,100.0,"state,city",strong
Collegedale Credit Union,Collegedale,TN,646293,COLLEGEDALE CREDIT UNION,SCU,COLLEGEDALE,TN,active,100.0,100.0,"state,city",strong
Interstate Bank Ssb,Perryton,TX,791072,INTERSTATE BANK,NMB,PERRYTON,TX,active,100.0,95.0,"state,city",strong
The Union State Bank Of Everest,Everest,KS,736550,"UNION STATE BANK OF EVEREST, THE",SMB,EVEREST,KS,active,100.0,93.5,"state,city",strong
Mckeesport Bell Federal Credit Union,Mckeesport,PA,884488,MCKEESPORT BELL FEDERAL CREDIT UNION,FCU,MCKEESPORT,PA,closed,100.0,100.0,"state,city",strong
Teamsters Credit Union,,MI,695899,TEAMSTERS CREDIT UNION,SCU,DETROIT,MI,closed,100.0,100.0,state,strong
Barwick Banking Company,Barwick,GA,1007734,BARWICK BANKING COMPANY,NMB,BARWICK,GA,active,100.0,100.0,"state,city",strong
Bryant State Bank,Bryant,SD,82257,BRYANT STATE BANK,NMB,BRYANT,SD,active,100.0,100.0,"state,city",strong
Lincoln Sda Credit Union,Lincoln,NE,1003398,LINCOLN SDA CREDIT UNION,SCU,LINCOLN,NE,active,100.0,100.0,"state,city",strong
Watertown Municipal Credit Union,Watertown,MA,576390,WATERTOWN MUNICIPAL CREDIT UNION,SCU,WATERTOWN,MA,active,100.0,100.0,"state,city",strong
Provident Federal Credit Union,Dover,DE,936686,PROVIDENT FEDERAL CREDIT UNION,FCU,DOVER,DE,active,100.0,100.0,"state,city",strong
Kemba Peoria Credit Union,Peoria,IL,452195,KEMBA PEORIA CREDIT UNION,SCU,PEORIA,IL,closed,100.0,100.0,"state,city",strong
Harrison District 2 Federal Credit Union,Colorado Spgs,CO,99086,HARRISON DISTRICT NO 2 FEDERAL CREDIT UNION,FCU,COLORADO SPRINGS,CO,closed,100.0,96.4,"state,city",strong
First Community Bank Of Cullman,Cullman,AL,812379,FIRST COMMUNITY BANK OF CULLMAN,NMB,CULLMAN,AL,closed,100.0,100.0,"state,city",strong
Jackson Community Federal Credit Union,,MI,442785,JACKSON COMMUNITY FEDERAL CREDIT UNION,FCU,JACKSON,MI,closed,100.0,100.0,state,strong
Home Loan State Bank,Grand Junction,CO,499154,HOME LOAN STATE BANK,NMB,GRAND JUNCTION,CO,active,100.0,100.0,"state,city",strong
Farmers State Bank Of Munith,Munith,MI,815147,HONOR BANK,NMB,HONOR,MI,active,100.0,85.5,state,strong
The Gerber State Bank,Argenta,IL,663638,"GERBER STATE BANK, THE",NMB,ARGENTA,IL,active,100.0,92.8,"state,city",strong
Firstbank Mortgage,nashville,TN,436159,FIRSTBANK,SMB,NASHVILLE,TN,active,100.0,90.0,"state,city",strong
Hua Nan Commercial Bank,New York,CA,2917317,AXOS BANK,CSA,SAN DIEGO,CA,active,100.0,85.5,state,strong
First National Bank Of Chisholm,Chisholm,MN,392255,FIRST NATIONAL BANK,NAT,BAGLEY,MN,active,100.0,90.0,state,strong
Mnb Bank,Mccook,NE,575759,MNB BANK,SMB,MCCOOK,NE,active,100.0,100.0,"state,city",strong
First Community Bank And Trust,Bargersville,IL,371232,FIRST COMMUNITY BANK AND TRUST,SMB,BEECHER,IL,active,100.0,100.0,state,strong
Pacific Resource Credit Union,,CA,384577,PACIFIC RESOURCE CREDIT UNION,SCU,LOS ANGELES,CA,closed,100.0,100.0,state,strong
Erie County Employees Credit Union,Buffalo,NY,236292,ERIE COUNTY EMPLOYEES CREDIT UNION,SCU,BUFFALO,NY,active,100.0,100.0,"state,city",strong
Legacy Federal Credit Union,portland,OR,560988,LEGACY FEDERAL CREDIT UNION,FCU,PORTLAND,OR,closed,100.0,100.0,"state,city",strong
Insouth Bank,Brownsville,TN,329550,INSOUTH BANK,SMB,BROWNSVILLE,TN,active,100.0,100.0,"state,city",strong
State Employee Credit Union,santa fe,NM,301293,STATE EMPLOYEES CREDIT UNION,SCU,SANTA FE,NM,active,100.0,98.2,"state,city",strong
Murphy Wall State Bank & Trust,Pinckneyville,IL,266244,STATE BANK,NMB,WATERLOO,IL,active,100.0,90.0,state,strong
American National Bank Of Beaver Dam,Beaver Dam,WI,208347,CONSERVATION FIRST BANK,NMB,BENTON,WI,active,100.0,85.5,"state,city",strong
Siuslaw Bank,Florence,OR,5248012,COLUMBIA BANK COMMUNITY IMPACT FUND,DEO,PORTLAND,OR,active,100.0,85.5,state,strong
First National Bank Of Las Animas,Las Animas,CO,3224302,FIRST SOUTHWEST BANK,NMB,DURANGO,CO,active,100.0,85.5,state,strong
Parish Federal Credit Union,Toledo,OH,784476,PARISH FEDERAL CREDIT UNION,FCU,TOLEDO,OH,active,100.0,100.0,"state,city",strong
Community Star Credit Union,Elyria,OH,276391,COMMUNITY FIRST CREDIT UNION,SCU,ASHTABULA,OH,active,100.0,90.9,"state,city",strong
Heritage Bank Of St Tammany,Covington,LA,194570,HERITAGE BANK OF SAINT TAMMANY,SAL,COVINGTON,LA,closed,100.0,94.7,"state,city",strong
Bank Of Whittier,Whittier,CA,209362,"BANK OF WHITTIER, NATIONAL ASSOCIATION",NAT,WHITTIER,CA,active,100.0,90.0,"state,city",strong
Prairie Business Credit,Naperville,IL,430791,CREDIT UNION 1,SCU,RANTOUL,IL,active,100.0,85.5,state,strong
Sunset Science Park Federal Credit Union,Portland,OR,905280,SUNSET SCIENCE PARK FEDERAL CREDIT UNION,FCU,PORTLAND,OR,active,100.0,100.0,"state,city",strong
First National Bank Of Burleson,Burleson,TX,240954,FIRST NATIONAL BANK OF BURLESON,NAT,BURLESON,TX,active,100.0,100.0,"state,city",strong
Fifth District Savings Bank,New Orleans,LA,837970,FIFTH DISTRICT SAVINGS BANK,FSB,NEW ORLEANS,LA,active,100.0,100.0,"state,city",strong
Electrical Workers 22 Federal Credit Union,Omaha,NE,865683,ELECTRICAL WORKERS #22 FEDERAL CREDIT UNION,FCU,OMAHA,NE,active,100.0,98.8,"state,city",strong
Matadors Community Credit Union,Chatsworth,CA,391481,MATADORS COMMUNITY CREDIT UNION,SCU,CHATSWORTH,CA,active,100.0,100.0,"state,city",strong
Healthcare First Credit Union,Johnstown,PA,389992,HEALTHCARE FIRST CREDIT UNION,SCU,JOHNSTOWN,PA,active,100.0,100.0,"state,city",strong
Custer Federal State Bank,Broken Bow,NE,481579,CUSTER FEDERAL STATE BANK,NMB,BROKEN BOW,NE,active,100.0,100.0,"state,city",strong
Lakeshore Community Credit Union,Amherst,OH,1002793,LAKESHORE COMMUNITY CREDIT UNION,SCU,AVON LAKE,OH,closed,100.0,100.0,state,strong
Texas Heritage National Bank,Daingerfield,TX,824653,TEXAS HERITAGE NATIONAL BANK,NAT,DAINGERFIELD,TX,active,100.0,100.0,"state,city",strong
Employees Choice Federal Credit Union,El Cajon,CA,849384,EMPLOYEES CHOICE FEDERAL CREDIT UNION,FCU,EL CAJON,CA,active,100.0,100.0,"state,city",strong
The Health And Education Federal Credit Union,Lexington,KY,211280,"HEALTH & EDUCATION FEDERAL CREDIT UNION, THE",FCU,LEXINGTON,KY,active,100.0,89.7,"state,city",strong
Metz Banking Company,Nevada,MO,772754,METZ BANKING COMPANY,NMB,NEVADA,MO,active,100.0,100.0,"state,city",strong
Atl Federal Credit Union,Wyoming,MI,191195,ATL FEDERAL CREDIT UNION,FCU,WYOMING,MI,closed,100.0,100.0,"state,city",strong
Wit Federal Credit Union,Rochester,NY,657486,WIT FEDERAL CREDIT UNION,FCU,ROCHESTER,NY,closed,100.0,100.0,"state,city",strong
Building Trades Federal Credit Union,Maple Grove,MN,350590,BUILDING TRADES FEDERAL CREDIT UNION,FCU,MAPLE GROVE,MN,active,100.0,100.0,"state,city",strong
Lewisburg Banking Company,Lewisburg,KY,580847,LEWISBURG BANKING COMPANY,SMB,LEWISBURG,KY,active,100.0,100.0,"state,city",strong
Nokomis Savings Bank,Nokomis,IL,285777,NOKOMIS SAVINGS BANK,SSB,NOKOMIS,IL,closed,100.0,100.0,"state,city",strong
Bank Of Eastman,Eastman,GA,102333,APEX BANKING COMPANY OF GEORGIA,NMB,CLEVELAND,GA,active,100.0,85.5,state,strong
La Joya Area Federal Credit Union,La Joya,TX,793889,LA JOYA AREA FEDERAL CREDIT UNION,FCU,LA JOYA,TX,active,100.0,100.0,"state,city",strong
New Hampshire Postal Credit Union,Manchester,NH,67692,NEW HAMPSHIRE POSTAL CREDIT UNION,SCU,MANCHESTER,NH,active,100.0,100.0,"state,city",strong
Rock Credit Repair,Carrollton,TX,100188,VALWOOD PARK FEDERAL CREDIT UNION,FCU,CARROLLTON,TX,active,100.0,85.5,"state,city",strong
Pueblo Horizons Federal Credit Union,Pueblo,CO,745271,PUEBLO HORIZONS FEDERAL CREDIT UNION,FCU,PUEBLO,CO,closed,100.0,100.0,"state,city",strong
Cannon Federal Credit Union,Clovis,NM,158787,CANNON FEDERAL CREDIT UNION,FCU,CLOVIS,NM,active,100.0,100.0,"state,city",strong
Valley Oak Credit Union,Three Rivers,CA,265993,VALLEY OAK CREDIT UNION,SCU,THREE RIVERS,CA,active,100.0,100.0,"state,city",strong
Community Resource Federal Credit Union,Latham,NY,196172,COMMUNITY RESOURCE FEDERAL CREDIT UNION,FCU,LATHAM,NY,active,100.0,100.0,"state,city",strong
Methodist Hospital Employees Federal Credit Union,Dallas,TX,69687,METHODIST HOSPITAL EMPLOYEES FEDERAL CREDIT UNION,FCU,DALLAS,TX,active,100.0,100.0,"state,city",strong
Phenix-Girard Bank,Phenix City,AL,432432,PHENIX-GIRARD BANK,NMB,PHENIX CITY,AL,active,100.0,100.0,"state,city",strong
Home Federal Bank Of Hollywood,Hallandale Beach,FL,191935,FIRST STATE BANK,NMB,KEY WEST,FL,active,100.0,85.5,state,strong
Abilene Federal Credit Union,Abilene,TX,920386,ABILENE FEDERAL CREDIT UNION,FCU,ABILENE,TX,closed,100.0,100.0,"state,city",strong
Idb-iic Federal Credit Union Capital Accumulation Plan,Washington,DC,793487,DC FEDERAL CREDIT UNION,FCU,WASHINGTON,DC,active,100.0,86.1,"state,city",strong
Area Community Credit Union,Grand Forks,ND,202194,AREA COMMUNITY CREDIT UNION,SCU,GRAND FORKS,ND,active,100.0,100.0,"state,city",strong
Bank Of Pensacola,Pensacola,FL,581237,BANK OF PENSACOLA,NMB,PENSACOLA,FL,active,100.0,100.0,"state,city",strong
The Miners State Bank,Iron River,MI,255350,"MINERS STATE BANK, THE",NMB,IRON RIVER,MI,active,100.0,92.8,"state,city",strong
Shelby County State Bank,Shelbyville,IL,235446,SHELBY COUNTY STATE BANK,SMB,SHELBYVILLE,IL,active,100.0,100.0,"state,city",strong
Mississippi River Bank,Belle Chasse,LA,420578,CATALYST BANK,CSA,OPELOUSAS,LA,active,100.0,85.5,state,strong
Chesterfield State Bank,Chesterfield,IL,767246,CHESTERFIELD STATE BANK,NMB,CHESTERFIELD,IL,active,100.0,100.0,"state,city",strong
Forest Park National Bank,Forest Park,IL,15536,PARK NATIONAL BANK,NAT,CHICAGO,IL,closed,100.0,95.0,state,strong
Oakwood Bank,Whitehall,WI,37051,OAKWOOD BANK,NMB,PIGEON FALLS,WI,active,100.0,100.0,"state,city",strong
Grand Ridge National Bank,Grand Ridge,IL,875132,GRAND RIDGE NATIONAL BANK,NAT,WHEATON,IL,active,100.0,100.0,state,strong
Nj Gateway Federal Credit Union,Dayton,NJ,879886,NJ GATEWAY FEDERAL CREDIT UNION,FCU,MONMOUTH JUNCTION,NJ,active,100.0,100.0,"state,city",strong
Stockgrowers State Bank,Worland,WY,2602828,STATE BANK,NMB,GREEN RIVER,WY,active,100.0,90.0,state,strong
Citizens Tri-County Bank,Dunlap,TN,162337,CITIZENS TRI-COUNTY BANK,NMB,DUNLAP,TN,active,100.0,100.0,"state,city",strong
Reserve Bank Of Australia,New York,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Consumer Credit Counseling Service Of The Savannah Area,Savannah,GA,452739,"CLAXTON BANK, THE",NMB,BELLVILLE,GA,active,100.0,85.5,state,strong
Dexia Credit Local New York Branch,New York,NY,1929340,CREDIT SUISSE MB LLC,DEO,NEW YORK,NY,active,100.0,85.5,"state,city",strong
Port City Federal Credit Union,Muskegon,MI,836076,PORT CITY FEDERAL CREDIT UNION,FCU,MUSKEGON,MI,active,100.0,100.0,"state,city",strong
First National Bank And Trust Of Williston,Williston,ND,637170,AMERICAN FEDERAL BANK,FSB,FARGO,ND,active,100.0,85.5,state,strong
Rio Grande Valley Credit Union,Harlingen,TX,6897,RIO GRANDE VALLEY CREDIT UNION,SCU,HARLINGEN,TX,active,100.0,100.0,"state,city",strong
Community Plus Federal Credit Union,Rantoul,IL,1016099,COMMUNITY PLUS FEDERAL CREDIT UNION,FCU,RANTOUL,IL,active,100.0,100.0,"state,city",strong
Fmb Bank,Wright City,MO,509857,FMB BANK,NMB,WRIGHT CITY,MO,active,100.0,100.0,"state,city",strong
Bank Express,King Of Prussia,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong
Cheney Federal Credit Union,Cheney,WA,595083,CHENEY FEDERAL CREDIT UNION,FCU,CHENEY,WA,active,100.0,100.0,"state,city",strong
Citizens National Bank At Brownwood,Brownwood,TX,233358,CITIZENS NATIONAL BANK AT BROWNWOOD,NAT,BROWNWOOD,TX,active,100.0,100.0,"state,city",strong
NBC Bank,Eagle Pass,AR,100843,FNBC BANK,SMB,ASH FLAT,AR,active,100.0,94.1,state,strong
St Lawrence Federal Credit Union,Ogdensburg,NY,33080,SAINT LAWRENCE FEDERAL CREDIT UNION,FCU,OGDENSBURG,NY,active,100.0,95.5,"state,city",strong
Home National Bank,Racine,OK,518952,HOME NATIONAL BANK,NAT,BLACKWELL,OK,closed,100.0,100.0,"state,city",strong
Montana Health Federal Credit Union,billings,MT,778185,MONTANA HEALTH FEDERAL CREDIT UNION,FCU,BILLINGS,MT,closed,100.0,100.0,"state,city",strong
United Farmers State Bank,Adams,MN,328656,UNITED FARMERS STATE BANK,NMB,ADAMS,MN,active,100.0,100.0,"state,city",strong
Homewood Federal Savings Bank,Baltimore,MD,359472,HOMEWOOD FEDERAL SAVINGS BANK,FSB,BALTIMORE,MD,active,100.0,100.0,"state,city",strong
Port Byron State Bank,Port Byron,IL,266244,STATE BANK,NMB,WATERLOO,IL,active,100.0,90.0,state,strong
Credit Absolute,Scottsdale,AZ,17987,MARISOL FEDERAL CREDIT UNION,FCU,PHOENIX,AZ,active,100.0,85.5,state,strong
Parkway Bank & Trust Company,Harwood Heights,TX,501150,PARKWAY BANK & TRUST,NMB,DALLAS,TX,closed,100.0,95.0,state,strong
National Institutes Of Health Federal Credit Union,Rockville,MD,377672,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,FCU,ROCKVILLE,MD,active,100.0,100.0,"state,city",strong
Miners And Merchants Bank,Lead,WV,719030,"FIRST NATIONAL BANK OF PETERSTOWN, THE",NAT,PETERSTOWN,WV,active,100.0,85.5,state,strong
Du Quoin State Bank,Du Quoin,IL,823142,DU QUOIN STATE BANK,SMB,DU QUOIN,IL,active,100.0,100.0,"state,city",strong
Texas First State Bank,Riesel,TX,719964,FIRST STATE BANK,NMB,PAINT ROCK,TX,active,100.0,95.0,state,strong
Railway Credit Union,Mandan,ND,237196,RAILWAY CREDIT UNION,SCU,MANDAN,ND,active,100.0,100.0,"state,city",strong
Eagle Credit,Cookeville,TN,262899,GREATER EXPERIENCE CREDIT UNION,SCU,JOHNSON CITY,TN,active,100.0,85.5,state,strong
Yorktown Bank,Pryor,OK,256058,AMERICAN NATION BANK,SMB,ARDMORE,OK,active,100.0,85.5,"state,city",strong
Maryland Financial Bank,Towson,MD,3284100,MARYLAND FINANCIAL BANK,NMB,TOWSON,MD,closed,100.0,100.0,"state,city",strong
Eagle Savings Bank,Cincinnati,OH,100674,HERITAGE SAVINGS BANK,SSB,CINCINNATI,OH,closed,100.0,87.2,"state,city",strong
Tuscaloosa Va Federal Credit Union,Tuscaloosa,AL,307987,TUSCALOOSA VA FEDERAL CREDIT UNION,FCU,TUSCALOOSA,AL,active,100.0,100.0,"state,city",strong
Alliance Credit,,OH,5082711,ALLIANCE CREDIT LLC,DEO,CANFIELD,OH,active,100.0,95.0,state,strong
Aberdeen Federal Credit Union,Aberdeen,SD,562777,AREA FEDERAL CREDIT UNION,FCU,ABERDEEN,SD,active,100.0,88.9,"state,city",strong
Heritage First Bank,Gulf Shores,GA,1009439,HERITAGE BANK,NMB,ALPHARETTA,GA,closed,100.0,95.0,state,strong
Food Industries Credit Union,springfield,OR,443090,NORTHWEST INDUSTRIES CREDIT UNION,SCU,PORTLAND,OR,closed,100.0,85.7,state,strong
Greater Niagara Federal Credit Union,Niagara Falls,NY,21180,GREATER NIAGARA FEDERAL CREDIT UNION,FCU,NIAGARA FALLS,NY,active,100.0,100.0,"state,city",strong
Denver Savings Bank,Denver,IA,220844,DENVER SAVINGS BANK,NMB,DENVER,IA,active,100.0,100.0,"state,city",strong
Roanoke Valley Community Credit Union,Roanoke,VA,797971,ROANOKE VALLEY COMMUNITY FEDERAL CREDIT UNION,FCU,ROANOKE,VA,active,100.0,95.0,"state,city",strong
Jefferson Security Bank,Shepherdstown,WV,786733,JEFFERSON SECURITY BANK,NMB,SHEPHERDSTOWN,WV,active,100.0,100.0,"state,city",strong
Newport News Municipal Employees Credit Union,Newport News,VA,988591,NEWPORT NEWS MUNICIPAL EMPLOYEES CREDIT UNION,SCU,NEWPORT NEWS,VA,active,100.0,100.0,"state,city",strong
Hermantown Federal Credit Union,hermantown,MN,77486,HOME TOWN FEDERAL CREDIT UNION,FCU,OWATONNA,MN,active,100.0,88.5,state,strong
Vue Community Credit Union,Bismarck,ND,217095,VUE COMMUNITY CREDIT UNION,SCU,BISMARCK,ND,active,100.0,100.0,"state,city",strong
Conneaut Savings Bank,Conneaut,OH,203575,"CONNEAUT SAVINGS BANK, THE",SAL,CONNEAUT,OH,active,100.0,89.4,"state,city",strong
Buffalo Metropolitan Federal Credit Union,Buffalo,NY,296670,BUFFALO METROPOLITAN FEDERAL CREDIT UNION,FCU,BUFFALO,NY,active,100.0,100.0,"state,city",strong
First City Bank,Columbus,OH,646873,NEW CARLISLE FEDERAL SAVINGS BANK,CSA,NEW CARLISLE,OH,active,100.0,85.5,state,strong
Lyndon State Bank,Lyndon,KS,2471202,"LYNDON STATE BANK INVESTMENT SUBSIDIARY, INC.",DEO,LYNDON,KS,closed,100.0,90.0,"state,city",strong
Slo Credit Union,Sn Luis Obisp,CA,688994,SLO CREDIT UNION,SCU,SAN LUIS OBISPO,CA,active,100.0,100.0,"state,city",strong
Credit 1,Huntsville,AL,181383,EMBLEM CREDIT UNION,SCU,GADSDEN,AL,active,100.0,85.5,state,strong
Peoples Choice Federal Credit Union,Duryea,PA,387082,PEOPLES CHOICE FEDERAL CREDIT UNION,FCU,DURYEA,PA,closed,100.0,100.0,"state,city",strong
Marion Bank & Trust,Marion,AL,2877484,BHM BANK,NMB,BIRMINGHAM,AL,active,100.0,85.5,"state,city",strong
Progrowth Bank,Nicollet,MN,751254,PROGROWTH BANK,NMB,NICOLLET,MN,active,100.0,100.0,"state,city",strong
Hana Bank,New York,NJ,609609,"HANA BANK USA, NATIONAL ASSOCIATION",NAT,FORT LEE,NJ,active,100.0,90.0,state,strong
Fergus Federal Credit Union,Lewistown,MT,363488,FERGUS FEDERAL CREDIT UNION,FCU,LEWISTOWN,MT,active,100.0,100.0,"state,city",strong
Milton Savings Bank,Milton,PA,123075,MILTON SAVINGS BANK,FSB,MILTON,PA,active,100.0,100.0,"state,city",strong
Norstar Federal Credit Union,britton,SD,154677,NORSTAR FEDERAL CREDIT UNION,FCU,BRITTON,SD,active,100.0,100.0,"state,city",strong
Tomah Area Credit Union,Tomah,WI,604097,TOMAH AREA CREDIT UNION,SCU,TOMAH,WI,active,100.0,100.0,"state,city",strong
Founders Investment Banking,Birmingham,AL,4874441,STERNE AGEE INVESTMENT ADVISOR SERVICES INC.,DEO,BIRMINGHAM,AL,closed,100.0,85.5,"state,city",strong
Bar-Cons Federal Credit Union,Columbus,IN,998880,BAR-CONS FEDERAL CREDIT UNION,FCU,COLUMBUS,IN,active,100.0,100.0,"state,city",strong
Diablo Valley Federal Credit Union,walnut creek,CA,136888,DIABLO VALLEY FEDERAL CREDIT UNION,FCU,CONCORD,CA,active,100.0,100.0,state,strong
Jonesburg State Bank,Jonesburg,MO,733755,JONESBURG STATE BANK,NMB,JONESBURG,MO,active,100.0,100.0,"state,city",strong
City & Police Federal Credit Union,Jacksonville,FL,878599,CITY & POLICE FEDERAL CREDIT UNION,FCU,JACKSONVILLE,FL,closed,100.0,100.0,"state,city",strong
Sikorsky Credit Union,stratford,CT,958071,CORNERSTONE FEDERAL CREDIT UNION,FCU,FAIRFIELD,CT,active,100.0,85.5,state,strong
People's Community Federal Credit Union,Vancouver,WA,419282,PEOPLE'S COMMUNITY FEDERAL CREDIT UNION,FCU,VANCOUVER,WA,active,100.0,100.0,"state,city",strong
Capital Pacific Bank,Portland,OR,3589702,CAPITAL PACIFIC BANCORP,BHC,PORTLAND,OR,closed,100.0,88.4,"state,city",strong
Rockland Employees Federal Credit Union,Spring Valley,NY,692487,ROCKLAND EMPLOYEES FEDERAL CREDIT UNION,FCU,SPRING VALLEY,NY,active,100.0,100.0,"state,city",strong
Kansas Bankers Association,Topeka,KS,537177,KANSAS STATE UNIVERSITY FEDERAL CREDIT UNION,FCU,MANHATTAN,KS,active,100.0,85.5,state,strong
Trust Federal Credit Union,Chattanooga,TN,392198,TRUST FEDERAL CREDIT UNION,FCU,CHATTANOOGA,TN,active,100.0,100.0,"state,city",strong
Kalamazoo County State Bank,Schoolcraft,MI,644141,KALAMAZOO COUNTY STATE BANK,NMB,SCHOOLCRAFT,MI,active,100.0,100.0,"state,city",strong
Young Americans Bank,Denver,CO,67254,YOUNG AMERICANS BANK,NMB,DENVER,CO,active,100.0,100.0,"state,city",strong
Bridge Community Bank,Mount Vernon,IA,882541,BRIDGE COMMUNITY BANK,NMB,MOUNT VERNON,IA,active,100.0,100.0,"state,city",strong
Louisville Medical Federal Credit Union,Louisville,KY,641391,LOUISVILLE FEDERAL CREDIT UNION,SCU,LOUISVILLE,KY,active,100.0,95.0,"state,city",strong
Moonlight Credit Union,Worthington,PA,1013397,MOONLIGHT FEDERAL CREDIT UNION,FCU,WORTHINGTON,PA,active,100.0,95.0,"state,city",strong
Caddo Parish Teachers Federal Credit Union,Shreveport,LA,300287,CADDO PARISH TEACHERS FEDERAL CREDIT UNION,FCU,SHREVEPORT,LA,active,100.0,100.0,"state,city",strong
Kansas Corporate Credit Union,wichita,KS,364597,1ST KANSAS CREDIT UNION,SCU,TOPEKA,KS,active,100.0,86.0,state,strong
Kentucky Credit Union League,Louisville,KY,751085,PARK FEDERAL CREDIT UNION DBA PARK COMMUNITY CREDIT UNION,FCU,LOUISVILLE,KY,active,100.0,85.5,"state,city",strong
Citizens State Bank Of Hayfield,Hayfield,MN,998853,CITIZENS STATE BANK OF FULDA,NMB,FULDA,MN,closed,100.0,88.1,"state,city",strong
Fallbrook Credit Finance,Calabasas,CA,483386,FIRST TECHNOLOGY FEDERAL CREDIT UNION,FCU,SAN JOSE,CA,active,100.0,85.5,state,strong
Buffalo Federal Bank,Buffalo,WY,108072,BUFFALO FEDERAL BANK,SMB,BUFFALO,WY,active,100.0,100.0,"state,city",strong
Mountain Laurel Federal Credit Union,Saint Marys,PA,520188,MOUNTAIN LAUREL FEDERAL CREDIT UNION,FCU,SAINT MARYS,PA,active,100.0,100.0,"state,city",strong
Community Partners Savings Bank,Salem,IL,441078,COMMUNITY PARTNERS SAVINGS BANK,SSB,SALEM,IL,active,100.0,100.0,"state,city",strong
Up State Credit Union,escanaba,MI,765792,U.P. STATE CREDIT UNION,SCU,ESCANABA,MI,active,100.0,95.5,"state,city",strong
United Equity Credit Union,Decatur,IL,305198,UNITED EQUITY CREDIT UNION,SCU,DECATUR,IL,active,100.0,100.0,"state,city",strong
Northbank Partners,London,VA,5947173,"CREEKSIDE REDEVELOPMENT PARTNERS I, LLC",DEO,ALEXANDRIA,VA,active,100.0,85.5,"state,city",strong
711 Wiremens Credit Union,Parma,OH,161983,WAYNE COUNTY COMMUNITY FEDERAL CREDIT UNION,FCU,SMITHVILLE,OH,active,100.0,85.5,state,strong
Valley Educators Credit Union,Alamosa,CO,223498,VALLEY EDUCATORS CREDIT UNION,SCU,ALAMOSA,CO,active,100.0,100.0,"state,city",strong
Western Division Federal Credit Union,Williamsville,NY,917890,WESTERN DIVISION FEDERAL CREDIT UNION,FCU,WILLIAMSVILLE,NY,active,100.0,100.0,"state,city",strong
West Milton State Bank,West Milton,PA,399517,CNB BANK,SMB,CLEARFIELD,PA,active,100.0,85.5,state,strong
State Bank Of Medora,Medora,IN,345747,STATE BANK,NMB,BROWNSBURG,IN,active,100.0,90.0,state,strong
Gateway Community Bank,Roscoe,IL,430344,COMMUNITY BANK,NMB,WINSLOW,IL,active,100.0,90.0,state,strong
Endurance Federal Credit Union,Duncan,OK,564584,ENDURANCE FEDERAL CREDIT UNION,FCU,DUNCAN,OK,active,100.0,100.0,"state,city",strong
"Left Bank Menlo Park Partners, LP",Menlo Park,CA,777366,BANK OF THE ORIENT,SMB,SAN FRANCISCO,CA,active,100.0,85.5,state,strong
