input_name,input_city,input_state,rssd_id,matched_name,entity_type,matched_city,matched_state,status,composite_score,name_score,cues_matched,confidence
Los Alamos National Bank,Los Alamos,NM,219651,CNB BANK,NMB,CARLSBAD,NM,active,100.0,85.5,state,strong
Onewest Bank,pasadena,CA,3920864,ONEWEST BANK GROUP LLC,BHC,PASADENA,CA,closed,100.0,90.0,"state,city",strong
City National Bank Of Florida,Miami,FL,814430,CITY NATIONAL BANK OF FLORIDA,NAT,MIAMI,FL,active,100.0,100.0,"state,city",strong
Country Club Bank,Shawnee Mission,MO,1053508,COUNTRY CLUB BANK SAFE DEPOSIT COMPANY,DEO,KANSAS CITY,MO,closed,100.0,90.0,state,strong
Texan Bank,Houston,TX,414764,TEXAS BANK,NMB,HENDERSON,TX,active,100.0,90.0,"state,city",strong
Landmark Credit Union,Danville,AL,740294,LANDMARK CREDIT UNION,SCU,FAIRFIELD,AL,closed,100.0,100.0,state,strong
Townebank,Portsmouth,MD,429021,QUEENSTOWN BANK OF MARYLAND,NMB,QUEENSTOWN,MD,active,97.6,80.0,state,strong
Great Southern Bank,Springfield,CO,106452,PB&T BANK,NMB,PUEBLO,CO,active,100.0,85.5,state,strong
Bankers Healthcare Group,Syracuse,NY,4512668,"BANK OF NEW YORK MELLON GROUP TRUST FOR EMPLOYEE BENEFIT TRUSTS, THE",DEO,NEW YORK,NY,active,100.0,85.5,state,strong
Cathay Bank,Los Angeles,CA,595869,CATHAY BANK,NMB,LOS ANGELES,CA,active,100.0,100.0,"state,city",strong
Plainscapital Bank,Dallas,TX,637451,PLAINSCAPITAL BANK,SMB,UNIVERSITY PARK,TX,active,100.0,100.0,state,strong
Heartland Bank And Trust Company,Bloomington,IL,426534,HEARTLAND BANK AND TRUST COMPANY,NMB,BLOOMINGTON,IL,active,100.0,100.0,"state,city",strong
Aquesta Bank,Cornelius,NC,864471,PIEDMONT FEDERAL SAVINGS BANK,CSA,WINSTON SALEM,NC,active,100.0,85.5,state,strong
Canvas Credit Union,Lone Tree,CO,863399,CANVAS CREDIT UNION,SCU,LONE TREE,CO,active,100.0,100.0,"state,city",strong
First National Bank Texas,Killeen,TX,1435092,TEXAS NATIONAL BANK,NAT,SWEETWATER,TX,active,100.0,95.0,state,strong
Tower Federal Credit Union,laurel,MD,498586,TOWER FEDERAL CREDIT UNION,FCU,LAUREL,MD,active,100.0,100.0,"state,city",strong
Bank of the Ozarks,Little Rock,AR,1097089,BANK OF THE OZARKS INC,BHC,LITTLE ROCK,AR,closed,100.0,95.0,"state,city",strong
Bremer Bank,Saint Paul,MN,33259,PREMIER BANK,NMB,MAPLEWOOD,MN,active,100.0,87.0,state,strong
State Employees' Credit Union,Alton,OH,706599,"SENECA COUNTY STATE EMPLOYEES CREDIT UNION, INC.",SCU,TIFFIN,OH,closed,100.0,86.9,state,strong
Patelco Credit Union,Pleasanton,CA,461496,PATELCO CREDIT UNION,SCU,DUBLIN,CA,active,100.0,100.0,state,strong
First Northern Credit Union,Chicago,IL,874890,FIRST NORTHERN CREDIT UNION,SCU,CHICAGO,IL,active,100.0,100.0,"state,city",strong
Centennial Bank,Conway,AR,456045,CENTENNIAL BANK,SMB,CONWAY,AR,active,100.0,100.0,"state,city",strong
Vantage West Credit Union,Tucson,AZ,162980,VANTAGE WEST CREDIT UNION,SCU,TUCSON,AZ,active,100.0,100.0,"state,city",strong
Federal Home Loan Bank Of New York,New York,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Bank Midwest,Maryville,IA,45551,BANK MIDWEST,SMB,SPIRIT LAKE,IA,active,100.0,100.0,state,strong
San Antonio Federal Credit Union,san antonio,TX,115285,SAN ANTONIO WATER SYSTEM FEDERAL CREDIT UNION,FCU,SAN ANTONIO,TX,closed,100.0,95.0,"state,city",strong
Liberty Bank,Middletown,AL,386432,LIBERTY BANK,NMB,GERALDINE,AL,active,100.0,100.0,state,strong
First Niagara Bank,Buffalo,NY,517900,"FIRST NIAGARA BANK, NATIONAL ASSOCIATION",NAT,BUFFALO,NY,closed,100.0,90.0,"state,city",strong
Fairport Savings Bank,Fairport,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Republic Bank & Trust,Louisville,KY,316840,REPUBLIC BANK & TRUST COMPANY,NMB,LOUISVILLE,KY,active,100.0,95.0,"state,city",strong
Payment Systems for Credit Unions,St Petersburg,FL,859794,TRANSPORT CREDIT UNION,SCU,TAMPA,FL,active,100.0,85.5,state,strong
Canandaigua National Bank & Trust,Canandaigua,NY,161602,"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE",NAT,CANANDAIGUA,NY,active,100.0,92.0,"state,city",strong
Apple Federal Credit Union,Fairfax,VA,625289,APPLE FEDERAL CREDIT UNION,FCU,FAIRFAX,VA,active,100.0,100.0,"state,city",strong
First Merchants Bank,Muncie,NY,565170,FIRST FEDERAL SAVINGS OF MIDDLETOWN,CSA,MIDDLETOWN,NY,active,100.0,85.5,"state,city",strong
Northwest Farm Credit Services,Spokane,WA,212193,PEAK CREDIT UNION,SCU,LACEY,WA,active,100.0,85.5,state,strong
Sunflower Bank,Denver,CO,106452,PB&T BANK,NMB,PUEBLO,CO,active,100.0,85.5,state,strong
Federal Reserve Bank Of Atlanta,Miami,FL,3370133,SUNRISE BANK,NMB,ORLANDO,FL,active,100.0,85.5,state,strong
Cadence Bank,Tupelo,MS,6130057,"CADENCE INVESTOR, LLC",DEO,JACKSON,MS,active,100.0,85.5,state,strong
Home Federal Bank (Now Bank Of The Cascades),Shreveport,SD,843177,HOME FEDERAL BANK,NMB,SIOUX FALLS,SD,closed,100.0,90.0,state,strong
Southeast Financial Credit Union,Franklin,TN,456894,SOUTHEAST FINANCIAL CREDIT UNION,SCU,FRANKLIN,TN,active,100.0,100.0,"state,city",strong
BankUnited,Miami Lakes,FL,3938186,"BANKUNITED, NATIONAL ASSOCIATION",NAT,MIAMI LAKES,FL,active,100.0,90.0,"state,city",strong
MetaBank,Sioux Falls,GA,2723796,EBANK,FSB,ATLANTA,GA,closed,100.0,80.0,state,strong
Provident Bank,Jersey City,NJ,204004,PROVIDENT BANK,SSB,JERSEY CITY,NJ,active,100.0,100.0,"state,city",strong
Capital City Bank,Tallahassee,FL,876634,CAPITAL CITY BANK,SMB,TALLAHASSEE,FL,active,100.0,100.0,"state,city",strong
First State Bank Of St. Charles,St. Charles,MO,2242185,FIRST STATE BANK,NMB,LATHROP,MO,closed,100.0,90.0,state,strong
Citizens Business Bank,Ontario,CA,933966,"CITIZENS BUSINESS BANK, NATIONAL ASSOCIATION",NAT,ONTARIO,CA,active,100.0,90.0,"state,city",strong
Lincoln County Credit Union,Libby,MT,362490,LINCOLN COUNTY CREDIT UNION,SCU,LIBBY,MT,active,100.0,100.0,"state,city",strong
Oklahoma Central Credit Union,Tulsa,OK,218793,OKLAHOMA CENTRAL CREDIT UNION,SCU,TULSA,OK,active,100.0,100.0,"state,city",strong
Midsouth Bank,Jonesboro,LA,1086654,"MIDSOUTH BANCORP, INC.",BHC,LAFAYETTE,LA,closed,100.0,86.4,state,strong
Trupartner Credit Union,Cincinnati,OH,756295,"TRUPARTNER CREDIT UNION, INC.",SCU,CINCINNATI,OH,active,100.0,88.5,"state,city",strong
Calprivate Bank,La Jolla,CA,3545258,CALPRIVATE BANK,NMB,LA JOLLA,CA,active,100.0,100.0,"state,city",strong
Fortifi Bank,Berlin,WI,111942,FORTIFI BANK,NMB,BERLIN,WI,active,100.0,100.0,"state,city",strong
Old Second National Bank,Aurora,IL,936136,OLD SECOND NATIONAL BANK,NAT,AURORA,IL,active,100.0,100.0,"state,city",strong
Banterra Bank,Eldorado,IL,502849,BANTERRA BANK,NMB,MARION,IL,active,100.0,100.0,state,strong
Simmons First National Bank,pine bluff,AR,42448,FIRST NATIONAL BANK,NAT,PARAGOULD,AR,active,100.0,95.0,state,strong
Bryant Bank,Tuscaloosa,AL,3356191,BRYANT BANK,NMB,TUSCALOOSA,AL,active,100.0,100.0,"state,city",strong
Consumers Credit Union,Oshtemo,NE,482099,"ARCHER COOPERATIVE CREDIT UNION, THE",SCU,ARCHER,NE,active,100.0,85.5,state,strong
Fleetwood Bank,Fleetwood,PA,551016,FLEETWOOD BANK,SMB,FLEETWOOD,PA,active,100.0,100.0,"state,city",strong
"Peoplesbank, A Codorus Valley Company",York,PA,653611,"JONESTOWN BANK AND TRUST COMPANY OF JONESTOWN, PENNSYLVANIA",NMB,JONESTOWN,PA,active,100.0,85.5,state,strong
Northwest Bank,Columbus,PA,1002878,NORTHWEST BANK,SSB,WARREN,PA,active,100.0,100.0,state,strong
Silver State Schools Credit Union,Las Vegas,NV,408286,SILVER STATE SCHOOLS CREDIT UNION,SCU,LAS VEGAS,NV,active,100.0,100.0,"state,city",strong
Washington Trust Bank,Spokane,WA,58971,WASHINGTON TRUST BANK,NMB,SPOKANE,WA,active,100.0,100.0,"state,city",strong
Deseret First Credit Union,Salt Lake Cty,UT,467890,DESERET FIRST FEDERAL CREDIT UNION,FCU,WEST VALLEY CITY,UT,active,100.0,95.0,"state,city",strong
Teachers Federal Credit Union,hauppauge,NY,491783,TEACHERS FEDERAL CREDIT UNION,FCU,HAUPPAUGE,NY,active,100.0,100.0,"state,city",strong
Westamerica Bank,San Rafael,CA,697763,WESTAMERICA BANK,SMB,SAN RAFAEL,CA,active,100.0,100.0,"state,city",strong
Shore United Bank,Easton,MD,933023,"SHORE UNITED BANK, NATIONAL ASSOCIATION",NAT,EASTON,MD,active,100.0,90.0,"state,city",strong
First Interstate Bank,Billings,MT,659855,FIRST INTERSTATE BANK,SMB,BILLINGS,MT,active,100.0,100.0,"state,city",strong
Marine Credit Union,La Crosse,WI,209595,MARINE CREDIT UNION,SCU,LA CROSSE,WI,active,100.0,100.0,"state,city",strong
Elevate Credit International Limited,London,TX,585495,OPENLAND CREDIT UNION,SCU,LEAGUE CITY,TX,active,100.0,85.5,state,strong
"United Community Bank, N.A.",Blairsville,CA,770367,COMMUNITY BANK,NMB,PASADENA,CA,closed,100.0,90.0,state,strong
Evans Bank,Hamburg,NY,442011,GENERATIONS BANK,FSB,SENECA FALLS,NY,active,100.0,85.5,state,strong
Ttcu Federal Credit Union,Tulsa,OK,508690,TTCU FEDERAL CREDIT UNION,FCU,TULSA,OK,active,100.0,100.0,"state,city",strong
Finemark National Bank & Trust,Fort Myers,FL,191935,FIRST STATE BANK,NMB,KEY WEST,FL,active,100.0,85.5,state,strong
Lake City Bank,Warsaw,IN,874845,LAKE CITY BANK,SMB,WARSAW,IN,active,100.0,100.0,"state,city",strong
Chartway Federal Credit Union,Virginia Beach,VA,804981,CHARTWAY FEDERAL CREDIT UNION,FCU,VIRGINIA BEACH,VA,active,100.0,100.0,"state,city",strong
Amegy Bank,Houston,TX,88352,FIRST STATE BANK OF BEDIAS,NMB,BEDIAS,TX,active,100.0,85.5,state,strong
Firstar Bank,Sallisaw,OK,427353,FIRSTAR BANK,NMB,SALLISAW,OK,active,100.0,100.0,"state,city",strong
Avadian Credit Union,Hoover,AL,630993,AVADIAN CREDIT UNION,SCU,HOOVER,AL,active,100.0,100.0,"state,city",strong
Columbia State Bank,Tacoma,WA,2078816,"COLUMBIA BANKING SYSTEM, INC.",FHD,TACOMA,WA,active,100.0,85.5,"state,city",strong
Fox Communities Credit Union,appleton,WI,941699,FOX COMMUNITIES CREDIT UNION,SCU,APPLETON,WI,active,100.0,100.0,"state,city",strong
Meridian Trust Federal Credit Union,Cheyenne,WY,117083,MERIDIAN TRUST FEDERAL CREDIT UNION,FCU,CHEYENNE,WY,active,100.0,100.0,"state,city",strong
Union Bank & Trust,Morrisville,TN,80431,UNION BANK & TRUST COMPANY,NMB,LIVINGSTON,TN,active,100.0,95.0,state,strong
Genisys Credit Union,Auburn Hills,MI,1758821,GENISYS CREDIT UNION DBA GENISYS INVESTMENT SERVICES,SCU,AUBURN HILLS,MI,active,100.0,90.0,"state,city",strong
"First Bank, Upper Michigan",Gladstone,MI,239556,"FIRST BANK, UPPER MICHIGAN",NMB,GLADSTONE,MI,active,100.0,100.0,"state,city",strong
Ibc Bank,laredo,TX,352651,BOC BANK,SMB,MCLEAN,TX,active,100.0,87.5,state,strong
First City Credit Union,Los Angeles,CA,1004779,FIRST CITY CREDIT UNION,SCU,ALTADENA,CA,active,100.0,100.0,state,strong
Hometown Bank,Fond Du Lac,TX,393953,"HOMETOWN BANK, NATIONAL ASSOCIATION",NAT,GALVESTON,TX,active,100.0,90.0,state,strong
Arapahoe Credit Union,Littleton,CO,558891,ARAPAHOE CREDIT UNION,SCU,CENTENNIAL,CO,active,100.0,100.0,state,strong
Veritex Community Bank,Dallas,TX,572655,COMMUNITY BANK,NMB,LONGVIEW,TX,active,100.0,90.0,state,strong
Kirtland Federal Credit Union,Albuquerque,NM,298188,KIRTLAND FEDERAL CREDIT UNION,FCU,ALBUQUERQUE,NM,active,100.0,100.0,"state,city",strong
Texell Credit Union,Temple,TX,360272,TEXELL CREDIT UNION,SCU,TEMPLE,TX,active,100.0,100.0,"state,city",strong
Independent Bank,Rockland,TX,729066,INDEPENDENCE BANK,SMB,PLANO,TX,closed,100.0,90.9,"state,city",strong
First Community Bank,Lexington,MS,749242,RENASANT BANK,SMB,TUPELO,MS,active,100.0,85.5,state,strong
America First Credit Union,Ogden,UT,277697,AMERICA FIRST FEDERAL CREDIT UNION,FCU,RIVERDALE,UT,active,100.0,95.0,state,strong
Bankers Systems,St. Cloud,AR,2844477,"FIRST BANKERS INSURANCE SERVICES, LLC",DEO,LEWISVILLE,AR,closed,100.0,85.5,state,strong
Unity Bank Plc,Clinton,WI,443353,UNITY BANK,NMB,AUGUSTA,WI,active,100.0,95.0,state,strong
Grow Financial Federal Credit Union,tampa,FL,929585,GROW FINANCIAL FEDERAL CREDIT UNION,FCU,TAMPA,FL,active,100.0,100.0,"state,city",strong
Great Western Bank,Sioux Falls,SD,432656,WESTERN BANK,SMB,SIOUX FALLS,SD,closed,100.0,90.0,"state,city",strong
Ameris Bank,Atlanta,GA,764030,AMERIS BANK,NMB,ATLANTA,GA,active,100.0,100.0,"state,city",strong
Sallie Mae Bank,Salt Lake City,DE,6126108,M&T BANK RV TRUST 2026-1,DEO,WILMINGTON,DE,active,100.0,85.5,state,strong
Midland States Bank,Effingham,IL,773247,MIDLAND STATES BANK,SMB,EFFINGHAM,IL,active,100.0,100.0,"state,city",strong
Agribank Fcb,Saint Paul,MN,2008886,"AGRIBANK, FARM CREDIT BANK",DEO,SAINT PAUL,MN,active,100.0,78.3,"state,city",strong
Crescent Bank & Trust,Metairie,LA,1885932,CRESCENT BANK,NMB,METAIRIE,LA,active,100.0,90.0,"state,city",strong
Prosperity Bank,Houston,FL,2293329,"PROSPERITY BANKING COMPANY, THE",BHC,SAINT AUGUSTINE,FL,closed,100.0,90.0,"state,city",strong
"The First, A National Banking Association",Hattiesburg,MS,835743,"BANK OF HOLLY SPRINGS, THE",NMB,HOLLY SPRINGS,MS,active,100.0,85.5,state,strong
Wheatland Bank,Mahopac,NY,1090549,BANK ONE INVESTMENT LLC,DEO,NEW YORK,NY,active,100.0,85.5,state,strong
Bank Of New Hampshire,Laconia,NH,265407,BANK OF NEW HAMPSHIRE,SMB,LACONIA,NH,active,100.0,100.0,"state,city",strong
Northrim Bank,Anchorage,AK,1718188,NORTHRIM BANK,NMB,ANCHORAGE,AK,active,100.0,100.0,"state,city",strong
Gesa Credit Union,Richland,WA,389086,GESA CREDIT UNION,SCU,RICHLAND,WA,active,100.0,100.0,"state,city",strong
Bangor Savings Bank,Bangor,ME,419406,BANGOR SAVINGS BANK,SSB,BANGOR,ME,active,100.0,100.0,"state,city",strong
Community Trust Bank,Centralia,VA,2797210,"TOWNE TRUST COMPANY, NATIONAL ASSOCIATION",MTC,NEWPORT NEWS,VA,active,100.0,85.5,state,strong
The Farmers National Bank Of Canfield,Canfield,OH,680813,"FARMERS NATIONAL BANK OF CANFIELD, THE",NAT,CANFIELD,OH,active,100.0,93.7,"state,city",strong
United Southern Bank,Umatilla,KY,110945,UNITED SOUTHERN BANK,SMB,HOPKINSVILLE,KY,active,100.0,100.0,"state,city",strong
Newtown Savings Bank,Newtown,CT,507509,NEWTOWN SAVINGS BANK,SSB,NEWTOWN,CT,active,100.0,100.0,"state,city",strong
East Boston Savings Bank,Boston,MA,97103,SOUTH BOSTON SAVINGS BANK,SSB,BOSTON,MA,closed,100.0,89.8,"state,city",strong
Americanwest Bank,Spokane,WA,1031627,AMERICANWEST BANCORPORATION,BHC,SPOKANE,WA,closed,100.0,87.3,"state,city",strong
Nuvision Federal Credit Union,Huntington Beach,CA,973775,NUVISION FEDERAL CREDIT UNION,FCU,HUNTINGTON BEACH,CA,active,100.0,100.0,"state,city",strong
Enterprise Bank & Trust,Lowell,CO,106452,PB&T BANK,NMB,PUEBLO,CO,active,100.0,85.5,state,strong
Sterling Bank & Trust,Baltimore,MD,86675,ROSEDALE BANK,CSA,NOTTINGHAM,MD,active,100.0,85.5,state,strong
Soo Line Credit Union,Savage,MN,171496,SOO LINE CREDIT UNION,SCU,SAVAGE,MN,closed,100.0,100.0,"state,city",strong
Sterling Savings Bank,,WA,656377,WAFD BANK,NMB,SEATTLE,WA,active,99.5,85.5,state,strong
Frost Bank,San Antonio,TX,682563,FROST BANK,SMB,SAN ANTONIO,TX,active,100.0,100.0,"state,city",strong
Guaranty Bank,Springfield,TX,1363300,GUARANTY BANK,FSB,AUSTIN,TX,closed,100.0,100.0,"state,city",strong
Metro Bank,London,KY,589297,METRO PLUS CREDIT UNION,SCU,LEXINGTON,KY,active,100.0,85.5,"state,city",strong
Savings Institute Bank & Trust Company,Willimantic,CT,407506,ION BANK,SMB,NAUGATUCK,CT,active,100.0,85.5,state,strong
First Commonwealth Bank,Indiana,PA,42420,FIRST COMMONWEALTH BANK,NMB,INDIANA,PA,active,100.0,100.0,"state,city",strong
Lone Star National Bank,San Antonio,TX,842460,LONE STAR NATIONAL BANK,NAT,PHARR,TX,active,100.0,100.0,state,strong
Sovereign Bank,Dallas,MA,689209,COUNTRY BANK FOR SAVINGS,SSB,WARE,MA,active,100.0,85.5,state,strong
Pacific Marine Credit Union,oceanside,CA,673299,PACIFIC SERVICE CREDIT UNION,SCU,CONCORD,CA,active,100.0,87.3,state,strong
Union Savings Bank,Danbury,OH,911973,UNION SAVINGS BANK,SAL,CINCINNATI,OH,active,100.0,100.0,state,strong
American Credit Acceptance,Wilmington,DE,6032236,"ENHANCED CAPITAL TAX CREDIT FUND 64, LLC",DEO,WILMINGTON,DE,active,100.0,85.5,"state,city",strong
Summit Credit Union,Monroe,TX,521699,MCT CREDIT UNION,SCU,PORT NECHES,TX,active,100.0,85.7,"state,city",strong
First Enterprise Bank,Oklahoma City,CA,411660,FIRST ENTERPRISE BANK,NMB,OAKLAND,CA,closed,100.0,100.0,"state,city",strong
Noah Bank,Woodbury,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,85.5,state,strong
Investar Bank,Baton Rouge,LA,3449066,"INVESTAR BANK, NATIONAL ASSOCIATION",NAT,BATON ROUGE,LA,active,100.0,90.0,"state,city",strong
Wanigas Credit Union,Saginaw,MI,112789,WANIGAS CREDIT UNION,SCU,SAGINAW,MI,closed,100.0,100.0,"state,city",strong
Oxford Bank,Oxford,MI,448040,OXFORD BANK,SMB,OXFORD,MI,active,100.0,100.0,"state,city",strong
Mass Bay Credit Union,South Boston,MA,22196,MASS BAY CREDIT UNION,SCU,SOUTH BOSTON,MA,active,100.0,100.0,"state,city",strong
Popa Federal Credit Union,Cerritos,CA,139281,POPA FEDERAL CREDIT UNION,FCU,CERRITOS,CA,active,100.0,100.0,"state,city",strong
Spirit Bank,Belmont,MS,2735940,"SPIRIT BANCSHARES, INC.",BHC,BELMONT,MS,closed,100.0,85.7,"state,city",strong
Mortgage Bankers Field Services,West Chicago,IL,3925636,DFS SERVICES LLC,DEO,RIVERWOODS,IL,active,100.0,85.5,state,strong
First Capital Bank,Charleston,NC,2172086,"FIRST CITIZENS INVESTOR SERVICES, INC.",SBD,RALEIGH,NC,active,100.0,85.5,state,strong
Iq Credit Union,Vancouver,WA,542096,IQ CREDIT UNION,SCU,VANCOUVER,WA,active,100.0,100.0,"state,city",strong
D. L. Evans Bank,Burley,ID,543262,D.L. EVANS BANK,NMB,BURLEY,ID,active,100.0,96.8,"state,city",strong
Foothill Federal Credit Union,Arcadia,CA,333182,FOOTHILL FEDERAL CREDIT UNION,FCU,ARCADIA,CA,active,100.0,100.0,"state,city",strong
"Tbk Bank, Ssb",Dallas,TX,766164,"TBK BANK, SSB",SSB,DALLAS,TX,active,100.0,100.0,"state,city",strong
Interbank,Oklahoma City,OK,1187001,INTERBANK,SMB,OKLAHOMA CITY,OK,active,100.0,100.0,"state,city",strong
Bank Leumi USA,Tel Aviv,NY,1090549,BANK ONE INVESTMENT LLC,DEO,NEW YORK,NY,active,100.0,85.5,state,strong
Selco Community Credit Union,Springfield,OR,423092,SELCO COMMUNITY CREDIT UNION,SCU,SPRINGFIELD,OR,active,100.0,100.0,"state,city",strong
Delta National Bank And Trust Company,New York,NY,65513,DELTA NATIONAL BANK AND TRUST COMPANY,NAT,NEW YORK,NY,closed,100.0,100.0,"state,city",strong
Firstlight Federal Credit Union,El Paso,TX,166081,FIRSTLIGHT FEDERAL CREDIT UNION,FCU,EL PASO,TX,active,100.0,100.0,"state,city",strong
Altra Federal Credit Union,Onalaska,WI,855497,ALTRA FEDERAL CREDIT UNION,FCU,LA CROSSE,WI,active,100.0,100.0,state,strong
Advantis Credit Union,Milwaukie,OR,323996,ADVANTIS CREDIT UNION,SCU,OREGON CITY,OR,closed,100.0,100.0,state,strong
Ambler Savings Bank,Ambler,PA,206174,AMBLER SAVINGS BANK,SSB,AMBLER,PA,active,100.0,100.0,"state,city",strong
South State Bank,Columbia,SC,597621,STATE BANK,NMB,YORK,SC,closed,100.0,90.0,state,strong
Tristate Capital Bank,Pittsburgh,PA,3475083,TRISTATE CAPITAL BANK,SMB,PITTSBURGH,PA,active,100.0,100.0,"state,city",strong
Five Star Bank,Warsaw,NY,601416,FIVE STAR BANK,SMB,ROCHESTER,NY,active,100.0,100.0,state,strong
Northmark Bank,North Andover,MA,689209,COUNTRY BANK FOR SAVINGS,SSB,WARE,MA,active,100.0,85.5,state,strong
Renasant Bank,Tupelo,MS,749242,RENASANT BANK,SMB,TUPELO,MS,active,100.0,100.0,"state,city",strong
Texas Trust Credit Union,Mansfield,TX,482277,TEXAS TRUST CREDIT UNION,SCU,MANSFIELD,TX,active,100.0,100.0,"state,city",strong
East Cambridge Savings Bank,Cambridge,MA,738303,EAST CAMBRIDGE SAVINGS BANK,SMB,CAMBRIDGE,MA,active,100.0,100.0,"state,city",strong
BankPlus,Belzoni,MS,121642,BANKPLUS,NMB,BELZONI,MS,active,100.0,100.0,"state,city",strong
Johnson Bank,Racine,WI,58243,JOHNSON BANK,SMB,RACINE,WI,active,100.0,100.0,"state,city",strong
Bank of Hawaii,Honolulu,HI,795968,BANK OF HAWAII,SMB,HONOLULU,HI,active,100.0,100.0,"state,city",strong
Bankfinancial,Burr Ridge,IL,3035928,BANKFINANCIAL CORPORATION,BHC,BURR RIDGE,IL,closed,100.0,90.0,"state,city",strong
Mission Federal Credit Union,San Diego,CA,133186,MISSION FEDERAL CREDIT UNION,FCU,SAN DIEGO,CA,active,100.0,100.0,"state,city",strong
First Palmetto Bank,Camden,SC,586072,FIRST PALMETTO BANK,NMB,CAMDEN,SC,active,100.0,100.0,"state,city",strong
The World Bank,Washington,DC,3055560,WORLD BANK,DEO,WASHINGTON,DC,active,100.0,95.0,"state,city",strong
"Third Coast Bank, Ssb",Humble,TX,3630323,THIRD COAST BANK,SMB,HUMBLE,TX,active,100.0,86.5,"state,city",strong
Consolidated Community Credit Union,Portland,OR,852393,ONPOINT COMMUNITY CREDIT UNION,SCU,PORTLAND,OR,active,100.0,86.2,"state,city",strong
Home State Bank,Boulder,CO,499154,HOME LOAN STATE BANK,NMB,GRAND JUNCTION,CO,active,100.0,95.0,state,strong
Baycoast Bank,Swansea,MA,771609,BAYCOAST BANK,SSB,SWANSEA,MA,active,100.0,100.0,"state,city",strong
Freestar Financial Credit Union,clinton township,MI,161394,FREESTAR FINANCIAL CREDIT UNION,SCU,CLINTON TOWNSHIP,MI,active,100.0,100.0,"state,city",strong
Affinity Plus Federal Credit Union,Saint Paul,MN,131490,AFFINITY PLUS FEDERAL CREDIT UNION,FCU,SAINT PAUL,MN,active,100.0,100.0,"state,city",strong
Security Bank Of Kansas City,Kansas City,KS,1009354,SECURITY BANK OF KANSAS CITY,NMB,KANSAS CITY,KS,active,100.0,100.0,"state,city",strong
Dane County Credit Union,Madison,WI,732392,DANE COUNTY CREDIT UNION,SCU,MADISON,WI,closed,100.0,100.0,"state,city",strong
Frontwave Credit Union,Oceanside,CA,514785,FRONTWAVE CREDIT UNION,SCU,OCEANSIDE,CA,active,100.0,100.0,"state,city",strong
Fidelity Bank,Fuquay Varina,NC,1249002,"FIDELITY BANCSHARES (N.C.), INC.",BHC,FUQUAY-VARINA,NC,active,100.0,86.4,"state,city",strong
America's Credit Union,Garland,TX,744292,AMERICA'S CREDIT UNION,SCU,GARLAND,TX,active,100.0,100.0,"state,city",strong
Spire Federal Credit Union,Falcon Heights,MN,192183,MSI FEDERAL CREDIT UNION,FCU,SAINT PAUL,MN,closed,100.0,92.0,state,strong
Ascentra Credit Union,Bettendorf,IA,555591,ASCENTRA CREDIT UNION,SCU,BETTENDORF,IA,active,100.0,100.0,"state,city",strong
Riverwood Bank,Baxter,MN,126553,NORTH SHORE BANK OF COMMERCE,SMB,DULUTH,MN,active,100.0,85.5,state,strong
Southside Bank,Tyler,TX,361167,SOUTHSIDE BANK,NMB,TYLER,TX,active,100.0,100.0,"state,city",strong
Tiaa Bank,Jacksonville,FL,191935,FIRST STATE BANK,NMB,KEY WEST,FL,active,100.0,85.5,state,strong
Windsor Locks Federal Credit Union,Windsor Locks,CT,162784,ASA FEDERAL CREDIT UNION,FCU,BLOOMFIELD,CT,active,100.0,86.4,state,strong
Austin Bank,Jacksonville,TX,548351,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",NAT,JACKSONVILLE,TX,active,100.0,90.0,"state,city",strong
Kearny Bank,Fairfield,NJ,633378,KEARNY BANK,SSB,FAIRFIELD,NJ,active,100.0,100.0,"state,city",strong
UW Credit Union,Madison,WI,14397,U W M CREDIT UNION,SCU,MILWAUKEE,WI,closed,100.0,90.9,state,strong
Alcoa Tenn Federal Credit Union,Alcoa,TN,513377,ALCOA TENN FEDERAL CREDIT UNION,FCU,ALCOA,TN,active,100.0,100.0,"state,city",strong
NBT Bank,Norwich,NY,702117,"NBT BANK, NATIONAL ASSOCIATION",NAT,NORWICH,NY,active,100.0,90.0,"state,city",strong
Mercantile Bank,Grand Rapids,KS,532752,"RILEY STATE BANK OF RILEY KANSAS, THE",NMB,RILEY,KS,active,100.0,85.5,state,strong
